CRIMETYPE	DATETIME	CASENUMBER	DESCRIPTION	POLICEBEAT	ADDRESS	CITY	STATE	Location
FRAUD	11/23/2018 08:01:00 PM	18-059242	GET CREDIT/ETC OTHER'S ID	03Y	400 7TH ST	Oakland	CA	"400 7TH ST
Oakland, CA
(37.799026, -122.272977)"
THEFT/LARCENY	11/11/2018 01:00:00 PM	18-916311	GRAND THEFT:DOG	32X	1800 105TH AV	Oakland	CA	"1800 105TH AV
Oakland, CA
(37.7407, -122.162466)"
BURGLARY	10/28/2018 06:50:00 PM	18-916356	BURGLARY-FORCIBLE ENTRY	30X	1500 77TH AV	Oakland	CA	"1500 77TH AV
Oakland, CA
(37.75918, -122.182484)"
MOTOR VEHICLE THEFT	12/10/2018 11:30:00 PM	18-063218	VEHICLE THEFT - AUTO	17Y	1400 E 31ST	Oakland	CA	"1400 E 31ST
Oakland, CA
(37.799276, -122.231413)"
THEFT/LARCENY	11/08/2018 07:40:00 AM	18-915972	BURGLARY-AUTO	13Y	5700 THORNHILL DR	Oakland	CA	"5700 THORNHILL DR
Oakland, CA
(37.833945, -122.213001)"
THEFT/LARCENY	11/18/2018 04:00:00 PM	18-058639	GRAND THEFT:MONEY/LABOR/PROPERTY  OVER $400	30X	7800 ARTHUR ST	Oakland	CA	"7800 ARTHUR ST
Oakland, CA
(37.761114, -122.177433)"
THEFT/LARCENY	10/31/2018 11:30:00 PM	18-057523	BURGLARY-AUTO	04X	1400 HARRISON ST	Oakland	CA	"1400 HARRISON ST
Oakland, CA
(37.80292, -122.267606)"
ARSON	10/11/2018 11:53:00 PM	18-051870	MAL SET/ETC FIRE PROP/ETC	29X	3200 64TH AV	Oakland	CA	"3200 64TH AV
Oakland, CA
(37.773269, -122.180644)"
DISTURBING THE PEACE	12/14/2018 12:00:00 AM	18-063162	DISTURB THE PEACE	03Y	400 7TH ST	Oakland	CA	"400 7TH ST
Oakland, CA
(37.799026, -122.272977)"
ASSAULT	12/14/2018 07:00:00 PM	18-063086	FORCE/ADW-OTHER DANGEROUS WEAPON:GBI	03X	900 FALLON ST	Oakland	CA	"900 FALLON ST
Oakland, CA
(37.797161, -122.263854)"
THEFT/LARCENY	12/07/2018 07:00:00 PM	18-917830	BURGLARY-AUTO	04X	2100 SAN PABLO AV	Oakland	CA	"2100 SAN PABLO AV
Oakland, CA
(37.810893, -122.273317)"
THEFT/LARCENY	12/15/2018 11:30:00 AM	18-063182	GRAND THEFT	19X	200 INTERNATIONAL BLVD	Oakland	CA	"200 INTERNATIONAL BLVD
Oakland, CA
(37.797821, -122.256192)"
VANDALISM	10/17/2018 08:00:00 PM	18-914787	VANDALISM	04X	1800 SAN PABLO AV	Oakland	CA	"1800 SAN PABLO AV
Oakland, CA
(37.808106, -122.272441)"
BURGLARY	10/10/2018 07:30:00 PM	18-051536	SHOPLIFTING-COMMERCIAL ESTABLISHMENT WITH INTENT WHERE VALUE DOES NOT EXCEED $950	08X	3400 TELEGRAPH AV	Oakland	CA	"3400 TELEGRAPH AV
Oakland, CA
(37.822749, -122.266173)"
THEFT/LARCENY	10/08/2018 04:15:00 PM	18-914221	BURGLARY-AUTO	01X	100 WEBSTER ST	Oakland	CA	"100 WEBSTER ST
Oakland, CA
(37.79469, -122.27421)"
VANDALISM	11/03/2018 04:40:00 PM	18-915745	VANDALISM	02Y	1100 CENTER ST	Oakland	CA	"1100 CENTER ST
Oakland, CA
(37.808712, -122.293718)"
FRAUD	12/19/2018 10:25:00 PM	18-917996	USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.	23X	3500 ALAMEDA AV	Oakland	CA	"3500 ALAMEDA AV
Oakland, CA
(37.769231, -122.229114)"
THEFT/LARCENY	12/14/2018 09:37:00 PM	18-063104	GRAND THEFT FROM PERSON	14Y	3800 GRAND AV	Oakland	CA	"3800 GRAND AV
Oakland, CA
(37.817524, -122.245113)"
THEFT/LARCENY	12/06/2018 04:15:00 PM	18-917785	BURGLARY-AUTO	31Y	100 HEGENBERGER LOOP	Oakland	CA	"100 HEGENBERGER LOOP
Oakland, CA
(37.734759, -122.195841)"
DISTURBING THE PEACE	12/20/2018 12:38:00 PM	18-064040	DISTURB THE PEACE	07X	2300 SAN PABLO AV	Oakland	CA	"2300 SAN PABLO AV
Oakland, CA
(37.813591, -122.274188)"
THEFT/LARCENY	10/09/2018 06:00:00 PM	18-914268	BURGLARY-AUTO	12X	500 49TH ST	Oakland	CA	"500 49TH ST
Oakland, CA
(37.835756, -122.262788)"
VANDALISM	12/11/2018 09:30:00 PM	18-918051	VANDALISM	19X	300 EMBARCADERO	Oakland	CA	"300 EMBARCADERO
Oakland, CA
(37.790704, -122.26193)"
MOTOR VEHICLE THEFT	10/27/2018 08:44:00 AM	18-054609	VEHICLE THEFT - AUTO	04X	500 WILLIAM ST	Oakland	CA	"500 WILLIAM ST
Oakland, CA
(37.809168, -122.271154)"
VANDALISM	12/05/2018 06:45:00 PM	18-917680	VANDALISM	26Y	6700 INTERNATIONAL BLVD	Oakland	CA	"6700 INTERNATIONAL BLVD
Oakland, CA
(37.76147, -122.191855)"
VANDALISM	11/08/2018 09:00:00 PM	18-916072	VANDALISM	16Y	1200 HOLMAN RD	Oakland	CA	"1200 HOLMAN RD
Oakland, CA
(37.805832, -122.231139)"
DISTURBING THE PEACE	12/09/2018 09:31:00 AM	18-062038	DISTURB THE PEACE	07X	2300 SAN PABLO AV	Oakland	CA	"2300 SAN PABLO AV
Oakland, CA
(37.813591, -122.274188)"
MOTOR VEHICLE THEFT	11/05/2018 02:28:00 PM	18-056167	VEHICLE THEFT - AUTO	20X	500 PETERSON ST	Oakland	CA	"500 PETERSON ST
Oakland, CA
(37.773204, -122.233266)"
ASSAULT	12/21/2018 01:30:00 PM	18-064239	BATTERY	77X	2400 W 14TH ST	Oakland	CA	"2400 W 14TH ST
Oakland, CA
(37.814672, -122.301992)"
THEFT/LARCENY	12/08/2018 02:55:00 AM	18-917823	BURGLARY-AUTO	04X	1700 SAN PABLO AV	Oakland	CA	"1700 SAN PABLO AV
Oakland, CA
(37.807536, -122.27225)"
DISTURBING THE PEACE	10/28/2018 01:33:00 PM	18-054762	DISTURB THE PEACE	03Y	400 7TH ST	Oakland	CA	"400 7TH ST
Oakland, CA
(37.799026, -122.272977)"
BURGLARY	10/09/2018 02:50:00 PM	18-051369	BURGLARY-FORCIBLE ENTRY	19X	800 7TH AV	Oakland	CA	"800 7TH AV
Oakland, CA
(37.791928, -122.255498)"
THEFT/LARCENY	11/02/2018 07:00:00 PM	18-915742	BURGLARY-AUTO	04X	1900 WEBSTER ST	Oakland	CA	"1900 WEBSTER ST
Oakland, CA
(37.807042, -122.266505)"
THEFT/LARCENY	11/02/2018 03:00:00 AM	18-915743	BURGLARY-AUTO	04X	1400 WEBSTER ST	Oakland	CA	"1400 WEBSTER ST
Oakland, CA
(37.803604, -122.268653)"
THEFT/LARCENY	11/26/2018 12:00:00 AM	18-918001	BURGLARY-AUTO	25Y	12800 BROOKPARK ROAD	Oakland	CA	"12800 BROOKPARK ROAD
Oakland, CA
(37.793077, -122.153412)"
FRAUD	12/20/2018 12:00:00 PM	18-918060	USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.	12X	5000 TELEGRAPH AV	Oakland	CA	"5000 TELEGRAPH AV
Oakland, CA
(37.83653, -122.262463)"
THEFT/LARCENY	11/14/2018 01:10:00 PM	18-916358	THEFT	77X	ESTATES DR	Oakland	CA	"ESTATES DR
Oakland, CA"
VANDALISM	12/10/2018 08:10:00 PM	18-917964	VANDALISM	01X	300 2ND ST	Oakland	CA	"300 2ND ST
Oakland, CA
(37.794698, -122.272877)"
MOTOR VEHICLE THEFT	10/09/2018 03:30:00 AM	18-051669	VEHICLE THEFT - AUTO	33X	900 91ST AV	Oakland	CA	"900 91ST AV
Oakland, CA
(37.745237, -122.182358)"
THEFT/LARCENY	12/07/2018 10:10:00 PM	18-917832	BURGLARY-AUTO	16X	1000 HUBERT RD	Oakland	CA	"1000 HUBERT RD
Oakland, CA
(37.809564, -122.230048)"
THEFT/LARCENY	12/13/2018 10:00:00 PM	18-062990	BURGLARY-AUTO	04X	400 19TH ST	Oakland	CA	"400 19TH ST
Oakland, CA
(37.807302, -122.267798)"
ROBBERY	12/13/2018 11:30:00 PM	18-062935	CARJACKING WITH FIREARM	06X	3200 MARKET ST	Oakland	CA	"3200 MARKET ST
Oakland, CA
(37.822389, -122.275989)"
MOTOR VEHICLE THEFT	10/26/2018 10:25:00 AM	18-054399	VEHICLE THEFT - AUTO	23X	500 HIGH ST	Oakland	CA	"500 HIGH ST
Oakland, CA
(37.767221, -122.221637)"
VANDALISM	12/01/2018 09:34:00 PM	18-060696	VANDALISM	04X	300 20TH ST	Oakland	CA	"300 20TH ST
Oakland, CA
(37.80816, -122.264712)"
ASSAULT	12/22/2018 11:00:00 AM	18-064393	BATTERY:SPOUSE/EX SPOUSE/DATE/ETC	16Y	1500 MACARTHUR BLVD	Oakland	CA	"1500 MACARTHUR BLVD
Oakland, CA
(37.800983, -122.225884)"
MOTOR VEHICLE THEFT	10/25/2018 09:30:00 PM	18-054386	VEHICLE THEFT - AUTO	15X	400 WESLEY AV	Oakland	CA	"400 WESLEY AV
Oakland, CA
(37.804403, -122.251062)"
FRAUD	10/08/2018 05:35:00 PM	18-914066	USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.	14Y	1000 WARFIELD AV	Oakland	CA	"1000 WARFIELD AV
Oakland, CA
(37.815919, -122.241434)"
THEFT/LARCENY	10/18/2018 09:10:00 AM	18-914793	BURGLARY-AUTO	22Y	10500 SKYLINE BLVD	Oakland	CA	"10500 SKYLINE BLVD
Oakland, CA
(37.811548, -122.175821)"
VANDALISM	11/05/2018 12:00:00 PM	18-056315	MALICIOUSLY DEFACE W/PAINT/ETC	13Z	2000 MOUNTAIN BLVD	Oakland	CA	"2000 MOUNTAIN BLVD
Oakland, CA
(37.827229, -122.209956)"
THEFT/LARCENY	12/10/2018 08:00:00 PM	18-918044	BURGLARY-AUTO	16X	700 SANTA RAY AV	Oakland	CA	"700 SANTA RAY AV
Oakland, CA
(37.811345, -122.236808)"
MOTOR VEHICLE THEFT	10/21/2018 01:00:00 AM	18-054282	VEHICLE THEFT - AUTO	13Z	1900 DRAKE DR	Oakland	CA	"1900 DRAKE DR
Oakland, CA
(37.830405, -122.205512)"
BURGLARY	10/09/2018 08:00:00 PM	18-051416	BURGLARY-FORCIBLE ENTRY	19X	1500 INTERNATIONAL BLVD	Oakland	CA	"1500 INTERNATIONAL BLVD
Oakland, CA
(37.788937, -122.245185)"
THEFT/LARCENY	12/07/2018 12:05:00 AM	18-918043	BURGLARY-AUTO	17Y	3200 STUART ST	Oakland	CA	"3200 STUART ST
Oakland, CA
(37.800002, -122.231152)"
THEFT/LARCENY	12/05/2018 12:30:00 PM	18-917990	THEFT	02Y	700 WILLOW ST	Oakland	CA	"700 WILLOW ST
Oakland, CA
(37.806838, -122.300772)"
THEFT/LARCENY	12/10/2018 03:15:00 PM	18-917876	GRAND THEFT		00	Oakland	CA	"00
Oakland, CA"
ASSAULT	10/10/2018 12:30:00 AM	18-051365	BATTERY:SPOUSE/EX SPOUSE/DATE/ETC	27Y	1700 64TH AV	Oakland	CA	"1700 64TH AV
Oakland, CA
(37.764024, -122.194302)"
ASSAULT	12/21/2018 02:00:00 AM	18-064236	BATTERY:SPOUSE/ETC	17X	1800 10TH AV	Oakland	CA	"1800 10TH AV
Oakland, CA
(37.794709, -122.245993)"
VANDALISM	12/08/2018 08:30:00 PM	18-917907	VANDALISM	14Y	500 LAKE PARK AV	Oakland	CA	"500 LAKE PARK AV
Oakland, CA
(37.810718, -122.247325)"
THEFT/LARCENY	11/14/2018 09:16:00 PM	18-916382	BURGLARY-AUTO	03X	1000 BROADWAY	Oakland	CA	"1000 BROADWAY
Oakland, CA
(37.801863, -122.272663)"
THEFT/LARCENY	12/09/2018 04:00:00 PM	18-917851	THEFT	07X	2500 MAGNOLIA ST	Oakland	CA	"2500 MAGNOLIA ST
Oakland, CA
(37.818349, -122.284154)"
HOMICIDE	11/14/2018 07:50:00 PM	18-057795	MURDER	04X	500 WILLIAM ST	Oakland	CA	"500 WILLIAM ST
Oakland, CA
(37.809168, -122.271154)"
ASSAULT	10/27/2018 09:22:00 PM	18-054657	WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER	02Y	1700 9TH ST	Oakland	CA	"1700 9TH ST
Oakland, CA
(37.809025, -122.29966)"
VANDALISM	12/03/2018 07:30:00 PM	18-917857	VANDALISM	04X	1600 SAN PABLO AV	Oakland	CA	"1600 SAN PABLO AV
Oakland, CA
(37.806489, -122.271925)"
BURGLARY	10/22/2018 08:00:00 AM	18-054026	BURGLARY-FORCIBLE ENTRY	12X	500 41ST ST	Oakland	CA	"500 41ST ST
Oakland, CA
(37.829968, -122.264341)"
THEFT/LARCENY	12/07/2018 02:00:00 PM	18-917831	BURGLARY-AUTO	04X	1800 TELEGRAPH AV	Oakland	CA	"1800 TELEGRAPH AV
Oakland, CA
(37.807817, -122.270002)"
ASSAULT	10/10/2018 02:30:00 PM	18-051475	INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT	07X	2200 CHESTNUT ST	Oakland	CA	"2200 CHESTNUT ST
Oakland, CA
(37.815369, -122.282854)"
THEFT/LARCENY	11/15/2018 09:05:00 AM	18-916456	BURGLARY-AUTO	05Y	1800 MANDELA PKWY	Oakland	CA	"1800 MANDELA PKWY
Oakland, CA
(37.814079, -122.290121)"
MOTOR VEHICLE THEFT	10/04/2018 08:00:00 PM	18-050560	VEHICLE THEFT - AUTO	99X	5400 NAPA ST	Oakland	CA	"5400 NAPA ST
Oakland, CA"
THEFT/LARCENY	12/08/2018 09:00:00 PM	18-917877	BURGLARY-AUTO	22Y	3500 JOAQUIN MILLER	Oakland	CA	"3500 JOAQUIN MILLER
Oakland, CA
(37.80975, -122.184798)"
THEFT/LARCENY	12/10/2018 09:40:00 PM	18-918025	GRAND THEFT	31X	7000 COLISEUM WAY	Oakland	CA	"7000 COLISEUM WAY
Oakland, CA
(37.754734, -122.204926)"
ASSAULT	12/16/2018 07:06:00 PM	18-063471	BATTERY	32Y	2400 106TH AV	Oakland	CA	"2400 106TH AV
Oakland, CA
(37.742529, -122.153348)"
MOTOR VEHICLE THEFT	10/06/2018 09:00:00 AM	18-050940	VEHICLE THEFT - AUTO	17X	1000 E 18TH ST	Oakland	CA	"1000 E 18TH ST
Oakland, CA
(37.794709, -122.245993)"
BURGLARY	10/09/2018 05:00:00 PM	18-051162	BURGLARY-FORCIBLE ENTRY	03X	300 9TH ST	Oakland	CA	"300 9TH ST
Oakland, CA
(37.799419, -122.269606)"
THEFT/LARCENY	10/09/2018 05:00:00 PM	18-914276	BURGLARY-AUTO	13X	6500 BROADWAY	Oakland	CA	"6500 BROADWAY
Oakland, CA
(37.848653, -122.230788)"
VANDALISM	10/05/2018 11:00:00 PM	18-914246	VANDALISM	06X	2500 MARTIN LUTHER KING JR W	Oakland	CA	"2500 MARTIN LUTHER KING JR W
Oakland, CA"
VANDALISM	11/09/2018 11:30:00 PM	18-057042	VANDALISM	19X	1100 E 15TH ST	Oakland	CA	"1100 E 15TH ST
Oakland, CA
(37.791994, -122.247935)"
VANDALISM	11/09/2018 10:00:00 PM	18-916079	VANDALISM	12X	5000 TELEGRAPH AV	Oakland	CA	"5000 TELEGRAPH AV
Oakland, CA
(37.83653, -122.262463)"
MOTOR VEHICLE THEFT	11/25/2018 06:40:00 AM	18-059482	VEHICLE THEFT - AUTO	27Y	5400 HOLLAND ST	Oakland	CA	"5400 HOLLAND ST
Oakland, CA
(37.768589, -122.203765)"
VANDALISM	11/14/2018 09:25:00 PM	18-916425	VANDALISM	12Y	5300 COLLEGE AV	Oakland	CA	"5300 COLLEGE AV
Oakland, CA
(37.837843, -122.25129)"
THEFT/LARCENY	11/14/2018 07:40:00 PM	18-916426	BURGLARY-AUTO	14Y	3700 GRAND AV	Oakland	CA	"3700 GRAND AV
Oakland, CA
(37.816462, -122.245456)"
THEFT/LARCENY	11/09/2018 09:15:00 PM	18-916085	BURGLARY-AUTO	77X	JEFFERSON ST	Oakland	CA	"JEFFERSON ST
Oakland, CA"
THEFT/LARCENY	10/09/2018 05:00:00 AM	18-914257	GRAND THEFT	28X	3400 STORER AV	Oakland	CA	"3400 STORER AV
Oakland, CA
(37.785229, -122.195334)"
MOTOR VEHICLE THEFT	10/09/2018 05:00:00 PM	18-051364	VEHICLE THEFT - AUTO	06X	3900 WEST ST	Oakland	CA	"3900 WEST ST
Oakland, CA
(37.829449, -122.271188)"
ASSAULT	12/04/2018 10:40:00 AM	18-061113	BATTERY	02X	900 ADELINE ST	Oakland	CA	"900 ADELINE ST
Oakland, CA
(37.805734, -122.287511)"
VANDALISM	10/07/2018 09:00:00 AM	18-914234	VANDALISM	32X	10400 PONTIAC ST	Oakland	CA	"10400 PONTIAC ST
Oakland, CA
(37.73947, -122.167967)"
ASSAULT	12/14/2018 06:07:00 PM	18-063063	BATTERY W/SERIOUS BODILY INJURY	10X	5400 SAN PABLO AV	Oakland	CA	"5400 SAN PABLO AV
Oakland, CA
(37.837887, -122.282008)"
THEFT/LARCENY	12/08/2018 07:18:00 PM	18-917912	BURGLARY-AUTO	12X	4000 SHAFTER AV	Oakland	CA	"4000 SHAFTER AV
Oakland, CA
(37.828568, -122.259733)"
THEFT/LARCENY	10/26/2018 09:00:00 AM	18-054373	BURGLARY-AUTO	23X	4200 BANCROFT AV	Oakland	CA	"4200 BANCROFT AV
Oakland, CA
(37.774035, -122.214621)"
THEFT/LARCENY	10/09/2018 04:00:00 PM	18-051351	BURGLARY-AUTO	01X	400 WEBSTER ST	Oakland	CA	"400 WEBSTER ST
Oakland, CA
(37.796639, -122.272996)"
ASSAULT	12/01/2018 12:00:00 AM	18-063457	BATTERY	04X	1500 JACKSON ST	Oakland	CA	"1500 JACKSON ST
Oakland, CA
(37.802902, -122.264655)"
ASSAULT	11/14/2018 07:16:00 PM	18-057792	ANYONE WHO WILLFULLY DISCHARGES A FIREARM IN A GROSSLY NEGLIGENT MANNER	10X	1000 53RD ST	Oakland	CA	"1000 53RD ST
Oakland, CA
(37.837547, -122.277663)"
ASSAULT	10/28/2018 08:20:00 AM	18-054726	BATTERY:SPOUSE/EX SPOUSE/DATE/ETC	22Y	4600 REDWOOD RD	Oakland	CA	"4600 REDWOOD RD
Oakland, CA
(37.794247, -122.176751)"
THEFT/LARCENY	11/14/2018 07:00:00 PM	18-916408	BURGLARY-AUTO	03Y	500 10TH ST	Oakland	CA	"500 10TH ST
Oakland, CA
(37.801958, -122.273972)"
ASSAULT	10/28/2018 12:01:00 AM	18-054746	BATTERY W/SERIOUS BODILY INJURY	26X	4400 INTERNATIONAL BLVD	Oakland	CA	"4400 INTERNATIONAL BLVD
Oakland, CA
(37.771906, -122.213818)"
ASSAULT	11/15/2018 06:30:00 AM	18-057866	ASSAULT WITH FIREARM ON PERSON	21X	2200 24TH AV	Oakland	CA	"2200 24TH AV
Oakland, CA
(37.788241, -122.228912)"
THEFT/LARCENY	12/07/2018 06:05:00 PM	18-917817	BURGLARY-AUTO	03X	300 11TH ST	Oakland	CA	"300 11TH ST
Oakland, CA
(37.800855, -122.268903)"
ASSAULT	10/10/2018 09:00:00 AM	18-051408	BATTERY:SPOUSE/EX SPOUSE/DATE/ETC	05Y	1600 14TH ST	Oakland	CA	"1600 14TH ST
Oakland, CA
(37.811456, -122.294135)"
ASSAULT	12/21/2018 03:45:00 AM	18-064141	FORCE/ADW-OTHER DANGEROUS WEAPON:GBI	32X	10500 INTERNATIONAL BLVD	Oakland	CA	"10500 INTERNATIONAL BLVD
Oakland, CA
(37.738892, -122.166351)"
THEFT/LARCENY	10/09/2018 11:00:00 PM	18-914288	BURGLARY-AUTO	01X	200 WASHINGTON ST	Oakland	CA	"200 WASHINGTON ST
Oakland, CA
(37.796868, -122.277386)"
HOMICIDE	10/29/2018 11:45:00 PM	18-055012	MURDER	29X	6200 SEMINARY AV	Oakland	CA	"6200 SEMINARY AV
Oakland, CA
(37.780347, -122.174822)"
THEFT/LARCENY	11/10/2018 01:45:00 PM	18-058701	THEFT	03X	200 11TH ST	Oakland	CA	"200 11TH ST
Oakland, CA
(37.799926, -122.266534)"
MOTOR VEHICLE THEFT	11/23/2018 03:00:00 PM	18-059353	VEHICLE THEFT - AUTO	19X	1300 8TH AV	Oakland	CA	"1300 8TH AV
Oakland, CA
(37.79352, -122.251387)"
THEFT/LARCENY	11/07/2018 03:30:00 AM	18-916088	THEFT	12Y	6300 COLLEGE AV	Oakland	CA	"6300 COLLEGE AV
Oakland, CA
(37.850007, -122.252346)"
THEFT/LARCENY	11/12/2018 07:30:00 PM	18-916332	BURGLARY-AUTO	31X	400 HEGENBERGER RD	Oakland	CA	"400 HEGENBERGER RD
Oakland, CA
(37.735772, -122.197083)"
ASSAULT	10/10/2018 12:41:00 PM	18-051456	INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT	19X	2200 E 12TH ST	Oakland	CA	"2200 E 12TH ST
Oakland, CA
(37.78366, -122.238411)"
ASSAULT	11/14/2018 08:15:00 AM	18-057699	BATTERY:SPOUSE/EX SPOUSE/DATE/ETC	15X	100 ATHOL AV	Oakland	CA	"100 ATHOL AV
Oakland, CA
(37.800953, -122.253108)"
MOTOR VEHICLE THEFT	11/13/2018 09:00:00 PM	18-057740	VEHICLE THEFT - AUTO	17X	1000 FOOTHILL BLVD	Oakland	CA	"1000 FOOTHILL BLVD
Oakland, CA
(37.793398, -122.247846)"
THEFT/LARCENY	10/04/2018 09:05:00 PM	18-914069	BURGLARY-AUTO	16Y	1400 EXCELSIOR AV	Oakland	CA	"1400 EXCELSIOR AV
Oakland, CA
(37.802828, -122.228626)"
VANDALISM	10/16/2018 09:15:00 PM	18-914733	VANDALISM	02Y	3RD ST	Oakland	CA	"3RD ST
Oakland, CA"
BURGLARY	10/01/2018 07:30:00 AM	18-050078	BURGLARY-FORCIBLE ENTRY	30X	1600 81ST AV	Oakland	CA	"1600 81ST AV
Oakland, CA
(37.757456, -122.177845)"
ROBBERY	10/09/2018 03:00:00 PM	18-051296	ROBBERY-OTHER DANGEROUS WEAPON	32X	10900 INTERNATIONAL BLVD	Oakland	CA	"10900 INTERNATIONAL BLVD
Oakland, CA
(37.73672, -122.164746)"
THEFT/LARCENY	11/09/2018 05:30:00 PM	18-916430	THEFT	12X	4800 SHATTUCK AV	Oakland	CA	"4800 SHATTUCK AV
Oakland, CA
(37.835192, -122.263819)"
THEFT/LARCENY	10/08/2018 11:00:00 PM	18-914243	BURGLARY-AUTO	17Y	700 E 23RD ST	Oakland	CA	"700 E 23RD ST
Oakland, CA
(37.800243, -122.243912)"
THEFT/LARCENY	11/09/2018 06:30:00 PM	18-916078	BURGLARY-AUTO	04X	400 22ND ST	Oakland	CA	"400 22ND ST
Oakland, CA
(37.81094, -122.267393)"
THEFT/LARCENY	10/12/2018 04:25:00 PM	18-914734	BURGLARY-AUTO	09X	4000 PIEDMONT AV	Oakland	CA	"4000 PIEDMONT AV
Oakland, CA
(37.825445, -122.253685)"
MOTOR VEHICLE THEFT	11/13/2018 01:00:00 PM	18-054758	VEHICLE THEFT - AUTO	26X	700 KEVIN CT	Oakland	CA	"700 KEVIN CT
Oakland, CA
(37.758133, -122.207264)"
BURGLARY	10/18/2018 02:20:00 PM	18-052954	BURGLARY-FORCIBLE ENTRY	22Y	3400 COOLIDGE AV	Oakland	CA	"3400 COOLIDGE AV
Oakland, CA
(37.797141, -122.210118)"
VANDALISM	10/08/2018 01:00:00 AM	18-914232	VANDALISM	04X	500 18TH ST	Oakland	CA	"500 18TH ST
Oakland, CA
(37.807631, -122.270257)"
THEFT/LARCENY	10/03/2018 02:05:00 PM	18-914218	THEFT	24Y	3400 SCHOOL ST	Oakland	CA	"3400 SCHOOL ST
Oakland, CA
(37.792098, -122.206773)"
MOTOR VEHICLE THEFT	10/06/2018 09:30:00 PM	18-050924	VEHICLE THEFT - AUTO	34X	8900 PLYMOUTH ST	Oakland	CA	"8900 PLYMOUTH ST
Oakland, CA
(37.75189, -122.171564)"
MOTOR VEHICLE THEFT	10/24/2018 07:30:00 PM	18-054455	VEHICLE THEFT - AUTO	22Y	3000 KANSAS ST	Oakland	CA	"3000 KANSAS ST
Oakland, CA
(37.798521, -122.203843)"
DRUGS/ALCOHOL VIOLATIONS	11/15/2018 12:00:00 PM	18-057380	POSSESS/PURCHASE COCAINE BASE FOR SALE	31Z	10800 RUSSETT ST	Oakland	CA	"10800 RUSSETT ST
Oakland, CA
(37.733695, -122.17312)"
ASSAULT	10/09/2018 10:15:00 AM	18-051231	BATTERY	04X	300 14TH ST	Oakland	CA	"300 14TH ST
Oakland, CA
(37.80292, -122.267606)"
THEFT/LARCENY	10/05/2018 04:00:00 PM	18-914269	THEFT	09X	00 LINDA AV	Oakland	CA	"00 LINDA AV
Oakland, CA"
THEFT/LARCENY	11/10/2018 03:50:00 PM	18-916398	BURGLARY-AUTO	04X	1800 TELEGRAPH AV	Oakland	CA	"1800 TELEGRAPH AV
Oakland, CA
(37.807817, -122.270002)"
THEFT/LARCENY	10/14/2018 08:00:00 AM	18-053364	THEFT	21X	2300 E 19TH ST	Oakland	CA	"2300 E 19TH ST
Oakland, CA
(37.786565, -122.23249)"
THEFT/LARCENY	10/16/2018 08:00:00 PM	18-914746	BURGLARY-AUTO	22Y	5000 REDWOOD RD	Oakland	CA	"5000 REDWOOD RD
Oakland, CA
(37.796587, -122.174938)"
ASSAULT	10/09/2018 02:10:00 PM	18-051283	BATTERY:SPOUSE/EX SPOUSE/DATE/ETC	26X	1200 50TH AV	Oakland	CA	"1200 50TH AV
Oakland, CA
(37.767757, -122.210523)"
THEFT/LARCENY	10/06/2018 10:25:00 PM	18-914126	BURGLARY-AUTO	01X	00 HARRISON ST	Oakland	CA	"00 HARRISON ST
Oakland, CA"
ASSAULT	11/15/2018 09:15:00 PM	18-057998	BATTERY:SPOUSE/EX SPOUSE/DATE/ETC	32X	900 105TH AV	Oakland	CA	"900 105TH AV
Oakland, CA
(37.73554, -122.174609)"
MOTOR VEHICLE THEFT	10/07/2018 12:30:00 AM	18-050882	VEHICLE THEFT - AUTO	02X	400 MARKET ST	Oakland	CA	"400 MARKET ST
Oakland, CA
(37.800793, -122.283452)"
VANDALISM	10/14/2018 06:45:00 PM	18-914905	VANDALISM	14Y	3200 GRAND AV	Oakland	CA	"3200 GRAND AV
Oakland, CA
(37.811458, -122.247926)"
ASSAULT	10/12/2018 03:30:00 AM	18-052107	BATTERY	10Y	800 60TH ST	Oakland	CA	"800 60TH ST
Oakland, CA
(37.845134, -122.270923)"
VANDALISM	10/24/2018 12:30:00 PM	18-054751	VANDALISM-$400+	22Y	3400 MACARTHUR BLVD	Oakland	CA	"3400 MACARTHUR BLVD
Oakland, CA
(37.79418, -122.201037)"
THEFT/LARCENY	10/26/2018 01:35:00 PM	18-054419	THEFT	12X	5000 TELEGRAPH AV	Oakland	CA	"5000 TELEGRAPH AV
Oakland, CA
(37.83653, -122.262463)"
VANDALISM	10/09/2018 04:20:00 PM	18-051313	VANDALISM	34X	2000 87TH AV	Oakland	CA	"2000 87TH AV
Oakland, CA
(37.754834, -122.169087)"
THEFT/LARCENY	11/08/2018 08:35:00 PM	18-916050	BURGLARY-AUTO	04X	1600 SAN PABLO AV	Oakland	CA	"1600 SAN PABLO AV
Oakland, CA
(37.806489, -122.271925)"
