CRIMETYPE	DATETIME	CASENUMBER	DESCRIPTION	POLICEBEAT	ADDRESS	CITY	STATE	Location
MOTOR VEHICLE THEFT	10/03/2018 10:00:00 PM	18-050309	VEHICLE THEFT - AUTO	17X	1100 E 18TH ST	Oakland	CA	"1100 E 18TH ST
Oakland, CA
(37.793973, -122.245161)"
FRAUD	10/08/2018 02:40:00 PM	18-914063	USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.	09X	4300 PIEDMONT AV	Oakland	CA	"4300 PIEDMONT AV
Oakland, CA
(37.828947, -122.249056)"
VANDALISM	11/13/2018 06:20:00 PM	18-057581	VANDALISM	29X	2500 SEMINARY AV	Oakland	CA	"2500 SEMINARY AV
Oakland, CA
(37.770873, -122.191332)"
THEFT/LARCENY	10/06/2018 04:40:00 AM	18-914104	BURGLARY-AUTO	01X	00 HARRISON ST	Oakland	CA	"00 HARRISON ST
Oakland, CA"
THEFT/LARCENY	11/14/2018 08:15:00 AM	18-916343	BURGLARY-AUTO		SKYLINE BLVD JOAQUIN MILLER PARK	Oakland	CA	"SKYLINE BLVD JOAQUIN MILLER PARK
Oakland, CA"
VANDALISM	11/13/2018 08:26:00 AM	18-916294	VANDALISM	21Y	2400 COOLIDGE AVE	Oakland	CA	"2400 COOLIDGE AVE
Oakland, CA
(37.786275, -122.218976)"
ASSAULT	10/21/2018 11:00:00 AM	18-053472	BATTERY W/SERIOUS BODILY INJURY	05X	1600 MARKET ST	Oakland	CA	"1600 MARKET ST
Oakland, CA
(37.809772, -122.280202)"
THEFT/LARCENY	10/25/2018 01:00:00 AM	18-054247	BURGLARY-AUTO	10X	1100 53RD ST	Oakland	CA	"1100 53RD ST
Oakland, CA
(37.837169, -122.281911)"
THEFT/LARCENY	11/10/2018 11:05:00 AM	18-916304	BURGLARY-AUTO	08X	3800 OPAL ST	Oakland	CA	"3800 OPAL ST
Oakland, CA
(37.826886, -122.259155)"
MOTOR VEHICLE THEFT	11/11/2018 12:00:00 AM	18-916169	ATTEMPT VEHICLE THEFT-AUTO	23X	1400 37TH AV	Oakland	CA	"1400 37TH AV
Oakland, CA
(37.775843, -122.220376)"
THEFT/LARCENY	11/14/2018 10:35:00 AM	18-916354	BURGLARY-AUTO		00	Oakland	CA	"00
Oakland, CA"
ASSAULT	10/26/2018 02:40:00 AM	18-054344	BATTERY	20X	1800 27TH AV	Oakland	CA	"1800 27TH AV
Oakland, CA
(37.784059, -122.228331)"
THEFT/LARCENY	11/01/2018 10:00:00 PM	18-915672	BURGLARY-AUTO	01X	400 2ND ST	Oakland	CA	"400 2ND ST
Oakland, CA
(37.795585, -122.275115)"
BURGLARY	10/15/2018 12:30:00 PM	18-914637	BURGLARY-FORCIBLE ENTRY	27X	5000 CONGRESS AV	Oakland	CA	"5000 CONGRESS AV
Oakland, CA
(37.776685, -122.202477)"
VANDALISM	11/01/2018 05:30:00 PM	18-915692	VANDALISM		SAN PABLO AVE	Oakland	CA	"SAN PABLO AVE
Oakland, CA"
MOTOR VEHICLE THEFT	11/07/2018 11:00:00 PM	18-056715	VEHICLE THEFT - AUTO	35X	9000 CASTLEWOOD ST	Oakland	CA	"9000 CASTLEWOOD ST
Oakland, CA
(37.758242, -122.154738)"
SEX CRIMES	10/17/2018 04:00:00 AM	18-052662	DISORDERLY CONDUCT:PROSTITUTION	25X	3700 MCCLELLAND ST	Oakland	CA	"3700 MCCLELLAND ST
Oakland, CA
(37.784636, -122.186568)"
ASSAULT	11/04/2018 07:39:00 AM	18-055915	SHOOT AT UNOCCUPIED DWELLING/VEHICLE/ETC	32X	1500 100TH AV	Oakland	CA	"1500 100TH AV
Oakland, CA
(37.743137, -122.167802)"
THEFT/LARCENY	11/01/2018 01:40:00 PM	18-915697	GRAND THEFT	07X	2500 MAGNOLIA ST	Oakland	CA	"2500 MAGNOLIA ST
Oakland, CA
(37.818349, -122.284154)"
THEFT/LARCENY	11/12/2018 04:30:00 PM	18-916301	THEFT		3900 PIEDMONT AVE	Oakland	CA	"3900 PIEDMONT AVE
Oakland, CA
(37.825009, -122.254256)"
ROBBERY	11/13/2018 07:05:00 PM	18-057586	ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)	10X	5800 SAN PABLO AV	Oakland	CA	"5800 SAN PABLO AV
Oakland, CA
(37.841013, -122.283016)"
VANDALISM	11/12/2018 11:00:00 PM	18-916331	VANDALISM	01X	500 3RD ST	Oakland	CA	"500 3RD ST
Oakland, CA
(37.797189, -122.277105)"
THEFT/LARCENY	10/14/2018 06:30:00 AM	18-052143	BURGLARY-AUTO	14X	400 BELLEVUE AV	Oakland	CA	"400 BELLEVUE AV
Oakland, CA
(37.810562, -122.252517)"
MOTOR VEHICLE THEFT	11/01/2018 06:55:00 AM	18-055463	VEHICLE THEFT - AUTO	04X	1600 CASTRO ST	Oakland	CA	"1600 CASTRO ST
Oakland, CA
(37.808262, -122.276143)"
THEFT/LARCENY	10/18/2018 01:30:00 PM	18-914816	BURGLARY-AUTO	04X	1800 MADISON ST	Oakland	CA	"1800 MADISON ST
Oakland, CA
(37.804523, -122.2622)"
VANDALISM	11/12/2018 07:30:00 PM	18-916308	VANDALISM	12X	5000 TELEGRAPH AVE	Oakland	CA	"5000 TELEGRAPH AVE
Oakland, CA
(37.83653, -122.262463)"
ASSAULT	10/18/2018 07:00:00 PM	18-053040	BATTERY:SPOUSE/EX SPOUSE/DATE/ETC	02X	800 UNION ST	Oakland	CA	"800 UNION ST
Oakland, CA
(37.8055, -122.289949)"
THEFT/LARCENY	11/01/2018 11:30:00 PM	18-915683	BURGLARY-AUTO	01X	3RD ST WASHINGTON ST	Oakland	CA	"3RD ST WASHINGTON ST
Oakland, CA"
BURGLARY	11/02/2018 06:00:00 PM	18-056032	BURGLARY-FORCIBLE ENTRY	20X	2600 E 12TH ST	Oakland	CA	"2600 E 12TH ST
Oakland, CA
(37.780024, -122.232752)"
ASSAULT	11/01/2018 12:55:00 PM	18-055469	BATTERY	31Y	8400 EDES AV	Oakland	CA	"8400 EDES AV
Oakland, CA
(37.741742, -122.195475)"
ASSAULT	10/01/2018 01:12:00 AM	18-049700	BATTERY	31Y	00 HEGENBERGER RD	Oakland	CA	"00 HEGENBERGER RD
Oakland, CA"
MOTOR VEHICLE THEFT	10/15/2018 07:00:00 PM	18-052606	VEHICLE THEFT - AUTO	24Y	3900 ALLENDALE AV	Oakland	CA	"3900 ALLENDALE AV
Oakland, CA
(37.78565, -122.205098)"
THEFT/LARCENY	11/02/2018 01:35:00 PM	18-915737	BURGLARY-AUTO	30X	8100 INTERNATIONAL BOULEVARD	Oakland	CA	"8100 INTERNATIONAL BOULEVARD
Oakland, CA
(37.756141, -122.180557)"
THEFT/LARCENY	11/13/2018 06:05:00 PM	18-916359	BURGLARY-AUTO	14X	400 GRAND AVE	Oakland	CA	"400 GRAND AVE
Oakland, CA
(37.808774, -122.253814)"
THEFT/LARCENY	10/06/2018 09:00:00 PM	18-050934	BURGLARY-AUTO	25X	4100 35TH AV	Oakland	CA	"4100 35TH AV
Oakland, CA
(37.797356, -122.194359)"
VANDALISM	11/13/2018 06:30:00 PM	18-916339	VANDALISM		WEST GRAND AVE	Oakland	CA	"WEST GRAND AVE
Oakland, CA"
ROBBERY	10/25/2018 02:15:00 AM	18-054147	CARJACKING WITH FIREARM	29X	5500 FOOTHILL BLVD	Oakland	CA	"5500 FOOTHILL BLVD
Oakland, CA
(37.772492, -122.195283)"
ASSAULT	10/04/2018 12:00:00 AM	18-050331	BATTERY:SPOUSE/EX SPOUSE/DATE/ETC	27Y	1400 SEMINARY AV	Oakland	CA	"1400 SEMINARY AV
Oakland, CA
(37.765111, -122.19952)"
ROBBERY	10/19/2018 08:50:00 AM	18-053055	ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)	05X	1500 MARKET ST	Oakland	CA	"1500 MARKET ST
Oakland, CA
(37.808947, -122.28051)"
THEFT/LARCENY	10/08/2018 09:00:00 AM	18-051236	APPROPRIATE LOST PROPERTY [OVER $400]	03Y	400 7TH ST	Oakland	CA	"400 7TH ST
Oakland, CA
(37.799026, -122.272977)"
THEFT/LARCENY	10/14/2018 06:30:00 PM	18-052400	ATTEMPTED BURGLARY-AUTO	33X	1000 ELMHURST AV	Oakland	CA	"1000 ELMHURST AV
Oakland, CA
(37.74293, -122.178397)"
THEFT/LARCENY	10/02/2018 02:19:00 PM	18-914055	BURGLARY-AUTO	22X	3900 LINCOLN AV	Oakland	CA	"3900 LINCOLN AV
Oakland, CA
(37.803508, -122.210289)"
VANDALISM	11/04/2018 08:37:00 PM	18-055994	VANDALISM	22Y	3800 COOLIDGE AV	Oakland	CA	"3800 COOLIDGE AV
Oakland, CA
(37.800859, -122.206321)"
THEFT/LARCENY	10/05/2018 05:15:00 PM	18-914133	BURGLARY-AUTO	03X	1200 HARRISON ST	Oakland	CA	"1200 HARRISON ST
Oakland, CA
(37.801537, -122.268463)"
THEFT/LARCENY	11/02/2018 08:00:00 PM	18-915735	BURGLARY-AUTO		14TH ST	Oakland	CA	"14TH ST
Oakland, CA"
VANDALISM	11/10/2018 06:30:00 PM	18-916269	VANDALISM	27Y	1500 48TH AV	Oakland	CA	"1500 48TH AV
Oakland, CA
(37.771098, -122.208878)"
BURGLARY	11/13/2018 03:00:00 PM	18-057571	BURGLARY-FORCIBLE ENTRY	23X	1700 36TH AV	Oakland	CA	"1700 36TH AV
Oakland, CA
(37.779785, -122.219449)"
ASSAULT	11/13/2018 08:00:00 PM	18-057599	FORCE/ADW-OTHER DANGEROUS WEAPON:GBI	05Y	1600 14TH ST	Oakland	CA	"1600 14TH ST
Oakland, CA
(37.811456, -122.294135)"
VANDALISM	11/12/2018 09:20:00 PM	18-057448	VANDALISM [$1,000 TO UNDER $5,000] (AMENDED)	30X	1500 78TH AV	Oakland	CA	"1500 78TH AV
Oakland, CA
(37.758794, -122.181472)"
THEFT/LARCENY	11/12/2018 04:46:00 PM	18-916316	THEFT	14X	200 BAY PLACE	Oakland	CA	"200 BAY PLACE
Oakland, CA
(37.8126, -122.261111)"
THEFT/LARCENY	11/13/2018 06:15:00 PM	18-916344	BURGLARY-AUTO		00	Oakland	CA	"00
Oakland, CA"
VANDALISM	10/07/2018 11:00:00 PM	18-051198	VANDALISM (AMENDED)	30Y	7800 NEY AV	Oakland	CA	"7800 NEY AV
Oakland, CA
(37.767302, -122.167146)"
VANDALISM	10/15/2018 12:30:00 PM	18-052339	VANDALISM [$400 TO $5,000]	19X	400 EMBARCADERO COVE	Oakland	CA	"400 EMBARCADERO COVE
Oakland, CA"
THEFT/LARCENY	10/02/2018 01:30:00 PM	18-913931	THEFT	25X	4700 MACARTHUR BLVD	Oakland	CA	"4700 MACARTHUR BLVD
Oakland, CA
(37.785235, -122.190381)"
ASSAULT	10/08/2018 02:45:00 PM	18-051131	BATTERY:SPOUSE/EX SPOUSE/DATE/ETC	30X	1800 68TH AV	Oakland	CA	"1800 68TH AV
Oakland, CA
(37.764171, -122.187058)"
THEFT/LARCENY	11/13/2018 08:30:00 PM	18-916350	BURGLARY-AUTO	14Y	3200 GRAND AVE	Oakland	CA	"3200 GRAND AVE
Oakland, CA
(37.811458, -122.247926)"
THEFT/LARCENY	10/05/2018 08:30:00 PM	18-914115	BURGLARY-AUTO	08X	300 27TH ST	Oakland	CA	"300 27TH ST
Oakland, CA
(37.814865, -122.262925)"
MOTOR VEHICLE THEFT	10/28/2018 05:40:00 AM	18-054732	VEHICLE THEFT - AUTO	33X	1200 90TH AV	Oakland	CA	"1200 90TH AV
Oakland, CA
(37.748318, -122.177791)"
BURGLARY	10/08/2018 10:45:00 AM	18-051116	BURGLARY-FORCIBLE ENTRY	16Y	1800 MONTANA ST	Oakland	CA	"1800 MONTANA ST
Oakland, CA
(37.799938, -122.219975)"
THEFT/LARCENY	10/18/2018 09:00:00 PM	18-914827	BURGLARY-AUTO	31X	400 HEGENBERGER RD	Oakland	CA	"400 HEGENBERGER RD
Oakland, CA
(37.735772, -122.197083)"
MOTOR VEHICLE THEFT	10/16/2018 12:00:00 PM	18-052531	VEHICLE THEFT - AUTO	31Y	700 DOUGLAS AV	Oakland	CA	"700 DOUGLAS AV
Oakland, CA
(37.735502, -122.180817)"
MOTOR VEHICLE THEFT	10/18/2018 06:00:00 PM	18-053140	VEHICLE THEFT - AUTO	24X	3700 SAN JUAN ST	Oakland	CA	"3700 SAN JUAN ST
Oakland, CA
(37.780374, -122.216765)"
THEFT/LARCENY	10/04/2018 05:00:00 AM	18-050624	BURGLARY-AUTO	24X	3500 GRAY ST	Oakland	CA	"3500 GRAY ST
Oakland, CA
(37.785112, -122.215274)"
ASSAULT	11/13/2018 03:38:00 PM	18-057577	FORCE/ADW-OTHER DANGEROUS WEAPON:GBI	30X	7300 HOLLY ST	Oakland	CA	"7300 HOLLY ST
Oakland, CA
(37.762049, -122.182384)"
THEFT/LARCENY	10/17/2018 08:00:00 PM	18-914794	BURGLARY-AUTO	04X	2100 TELEGRAPH AV	Oakland	CA	"2100 TELEGRAPH AV
Oakland, CA
(37.810756, -122.269262)"
MOTOR VEHICLE THEFT	10/15/2018 06:25:00 PM	18-052408	VEHICLE THEFT - AUTO	24Y	3400 SUTER ST	Oakland	CA	"3400 SUTER ST
Oakland, CA
(37.792234, -122.205818)"
ASSAULT	11/03/2018 02:30:00 AM	18-056120	INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT	04X	1700 TELEGRAPH AV	Oakland	CA	"1700 TELEGRAPH AV
Oakland, CA
(37.806838, -122.270252)"
BURGLARY	11/01/2018 11:30:00 AM	18-915667	BURGLARY-FORCIBLE ENTRY	16Y	3900 CANON AVE	Oakland	CA	"3900 CANON AVE
Oakland, CA
(37.803133, -122.217645)"
THEFT/LARCENY	11/09/2018 06:20:00 PM	18-916314	BURGLARY-AUTO	26X	400 HIGH ST	Oakland	CA	"400 HIGH ST
Oakland, CA
(37.76593, -122.223338)"
ASSAULT	10/19/2018 11:35:00 AM	18-053091	BATTERY	30X	2000 80TH AV	Oakland	CA	"2000 80TH AV
Oakland, CA
(37.760847, -122.173018)"
ASSAULT	10/18/2018 07:04:00 PM	18-052994	EXHIBIT DEADLY WEAPON OTHER THAN FIREARM	32X	1300 104TH AV	Oakland	CA	"1300 104TH AV
Oakland, CA
(37.73885, -122.169293)"
MOTOR VEHICLE THEFT	11/02/2018 08:00:00 AM	18-056128	VEHICLE THEFT - AUTO	31Y	9800 BIGGE AV	Oakland	CA	"9800 BIGGE AV
Oakland, CA
(37.728596, -122.19211)"
ASSAULT	11/13/2018 06:35:00 PM	18-057596	THREAT CRIME:INT:TERRORIZE	34X	8300 BIRCH ST	Oakland	CA	"8300 BIRCH ST
Oakland, CA
(37.757406, -122.173323)"
MOTOR VEHICLE THEFT	11/12/2018 07:03:00 AM	18-057321	VEHICLE THEFT - AUTO	26Y	5900 EASTLAWN ST	Oakland	CA	"5900 EASTLAWN ST
Oakland, CA
(37.764089, -122.20097)"
THEFT/LARCENY	11/10/2018 09:00:00 AM	18-057726	THEFT	09X	00 MOSS AV	Oakland	CA	"00 MOSS AV
Oakland, CA"
ASSAULT	10/27/2018 07:47:00 PM	18-054643	CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE	26Y	1200 79TH AV	Oakland	CA	"1200 79TH AV
Oakland, CA
(37.755105, -122.185872)"
VANDALISM	10/26/2018 05:20:00 PM	18-054632	VANDALISM	30Y	8200 FONTAINE ST	Oakland	CA	"8200 FONTAINE ST
Oakland, CA
(37.767435, -122.153675)"
THEFT/LARCENY	11/12/2018 04:20:00 PM	18-916283	BURGLARY-AUTO	07X	3700 MANDELA PKWY	Oakland	CA	"3700 MANDELA PKWY
Oakland, CA
(37.828243, -122.287224)"
VANDALISM	10/06/2018 12:00:00 AM	18-050786	VANDALISM	30Y	7700 NEY AV	Oakland	CA	"7700 NEY AV
Oakland, CA
(37.767813, -122.167893)"
THEFT/LARCENY	11/01/2018 06:30:00 PM	18-915699	THEFT	14X	600 GRAND AVE	Oakland	CA	"600 GRAND AVE
Oakland, CA
(37.809444, -122.24965)"
VANDALISM	11/03/2018 05:00:00 PM	18-915722	VANDALISM	22Y	00 SAMARIA LN	Oakland	CA	"00 SAMARIA LN
Oakland, CA"
MOTOR VEHICLE THEFT	10/17/2018 11:26:00 PM	18-052999	VEHICLE THEFT - AUTO	25Y	13200 CLAIREPOINTE WY	Oakland	CA	"13200 CLAIREPOINTE WY
Oakland, CA
(37.788454, -122.146814)"
MOTOR VEHICLE THEFT	11/01/2018 04:00:00 PM	18-055508	VEHICLE THEFT - AUTO	31Y	700 CLARA ST	Oakland	CA	"700 CLARA ST
Oakland, CA
(37.73952, -122.185306)"
THEFT/LARCENY	10/16/2018 10:00:00 PM	18-914745	BURGLARY-AUTO	04X	17TH ST	Oakland	CA	"17TH ST
Oakland, CA"
VANDALISM	10/16/2018 09:00:00 PM	18-914800	VANDALISM	77X	7900 RUSDALE	Oakland	CA	"7900 RUSDALE
Oakland, CA"
VANDALISM	11/04/2018 10:15:00 PM	18-056005	VANDALISM	21Y	2600 FRUITVALE AV	Oakland	CA	"2600 FRUITVALE AV
Oakland, CA
(37.789313, -122.220535)"
ASSAULT	10/04/2018 12:31:00 AM	18-050334	WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER	24X	4000 MERA ST	Oakland	CA	"4000 MERA ST
Oakland, CA
(37.77881, -122.213577)"
BURGLARY	10/12/2018 05:55:00 PM	18-914653	BURGLARY-FORCIBLE ENTRY	32X	10000 E ST	Oakland	CA	"10000 E ST
Oakland, CA
(37.739598, -122.175302)"
VANDALISM	10/15/2018 05:30:00 PM	18-914675	VANDALISM	12Y	7000 CHABOT RD	Oakland	CA	"7000 CHABOT RD
Oakland, CA
(37.851178, -122.238603)"
BURGLARY	11/04/2018 05:25:00 AM	18-055978	BURGLARY-FORCIBLE ENTRY	11X	700 60TH ST	Oakland	CA	"700 60TH ST
Oakland, CA
(37.845474, -122.26834)"
THEFT/LARCENY	10/15/2018 02:30:00 PM	18-052365	BURGLARY-AUTO	31Y	8400 EDES AV	Oakland	CA	"8400 EDES AV
Oakland, CA
(37.741742, -122.195475)"
BURGLARY	10/17/2018 11:00:00 PM	18-053044	BURGLARY-FORCIBLE ENTRY	10X	1100 61ST ST	Oakland	CA	"1100 61ST ST
Oakland, CA
(37.843987, -122.283878)"
ROBBERY	10/18/2018 08:50:00 PM	18-053002	ROBBERY-OTHER DANGEROUS WEAPON	02Y	1100 CHESTER ST	Oakland	CA	"1100 CHESTER ST
Oakland, CA
(37.809168, -122.294698)"
BURGLARY	10/12/2018 09:26:00 PM	18-051936	BURGLARY-FORCIBLE ENTRY	25X	3800 MACARTHUR BLVD	Oakland	CA	"3800 MACARTHUR BLVD
Oakland, CA
(37.791769, -122.198826)"
ASSAULT	11/03/2018 09:00:00 PM	18-056116	SHOOT AT UNOCCUPIED DWELLING/VEHICLE/ETC	20X	2500 E 16TH ST	Oakland	CA	"2500 E 16TH ST
Oakland, CA
(37.783533, -122.23182)"
VANDALISM	11/01/2018 03:00:00 AM	18-915709	VANDALISM	01X	400 WEBSTER ST	Oakland	CA	"400 WEBSTER ST
Oakland, CA
(37.796639, -122.272996)"
MOTOR VEHICLE THEFT	10/28/2018 07:32:00 AM	18-054717	VEHICLE THEFT - AUTO	33X	1000 82ND AV	Oakland	CA	"1000 82ND AV
Oakland, CA
(37.752401, -122.185277)"
THEFT/LARCENY	10/25/2018 06:00:00 AM	18-054394	THEFT	19X	1400 7TH AV	Oakland	CA	"1400 7TH AV
Oakland, CA
(37.79448, -122.251894)"
THEFT/LARCENY	10/17/2018 04:00:00 AM	18-914809	BURGLARY-AUTO	24X	2000 40TH AV	Oakland	CA	"2000 40TH AV
Oakland, CA
(37.779066, -122.213554)"
ASSAULT	11/04/2018 04:00:00 PM	18-056059	BATTERY	07X	800 MEAD AV	Oakland	CA	"800 MEAD AV
Oakland, CA
(37.816439, -122.275235)"
ASSAULT	11/04/2018 02:05:00 PM	18-055985	BATTERY W/SERIOUS BODILY INJURY	04X	1700 BROADWAY	Oakland	CA	"1700 BROADWAY
Oakland, CA
(37.806798, -122.269629)"
THEFT/LARCENY	10/06/2018 02:00:00 AM	18-914106	BURGLARY-AUTO	06X	600 32ND ST	Oakland	CA	"600 32ND ST
Oakland, CA
(37.821432, -122.269897)"
THEFT/LARCENY	10/18/2018 08:10:00 PM	18-914854	BURGLARY-AUTO	04X	600 16TH ST	Oakland	CA	"600 16TH ST
Oakland, CA
(37.807377, -122.274679)"
ASSAULT	11/05/2018 04:45:00 PM	18-056163	WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER	24X	1900 CROSBY AV	Oakland	CA	"1900 CROSBY AV
Oakland, CA
(37.781539, -122.218896)"
MOTOR VEHICLE THEFT	11/12/2018 04:00:00 AM	18-057402	VEHICLE THEFT - AUTO	31Z	500 EL PASEO DR	Oakland	CA	"500 EL PASEO DR
Oakland, CA
(37.728751, -122.177496)"
MOTOR VEHICLE THEFT	10/05/2018 02:35:00 PM	18-914095	ATTEMPT VEHICLE THEFT-AUTO	31X	6600 SAN LEANDRO ST	Oakland	CA	"6600 SAN LEANDRO ST
Oakland, CA
(37.75631, -122.200159)"
DISTURBING THE PEACE	11/14/2018 08:47:00 AM	18-057692	DISTURB THE PEACE	07X	2300 SAN PABLO AV	Oakland	CA	"2300 SAN PABLO AV
Oakland, CA
(37.813591, -122.274188)"
ASSAULT	10/26/2018 08:00:00 PM	18-054470	BATTERY:SPOUSE/EX SPOUSE/DATE/ETC	31X	7000 COLISEUM WY	Oakland	CA	"7000 COLISEUM WY
Oakland, CA
(37.754734, -122.204926)"
THEFT/LARCENY	11/02/2018 06:20:00 AM	18-915738	GRAND THEFT	27Y	1900 SEMINARY AVE	Oakland	CA	"1900 SEMINARY AVE
Oakland, CA
(37.767336, -122.196348)"
THEFT/LARCENY	10/18/2018 08:00:00 PM	18-914831	BURGLARY-AUTO	01X	300 CLAY ST	Oakland	CA	"300 CLAY ST
Oakland, CA
(37.797987, -122.278148)"
THEFT/LARCENY	10/18/2018 06:40:00 PM	18-914830	BURGLARY-AUTO	01X	300 CLAY ST	Oakland	CA	"300 CLAY ST
Oakland, CA
(37.797987, -122.278148)"
VANDALISM	10/15/2018 04:05:00 PM	18-915037	VANDALISM	04X	500 19TH ST	Oakland	CA	"500 19TH ST
Oakland, CA
(37.808199, -122.269911)"
BURGLARY	10/18/2018 03:20:00 AM	18-914868	BURGLARY-FORCIBLE ENTRY	15X	500 MERRITT AV	Oakland	CA	"500 MERRITT AV
Oakland, CA
(37.807171, -122.248241)"
ROBBERY	10/27/2018 08:55:00 PM	18-054650	ROBBERY-KNIFE OR CUTTING INSTRUMENT	12Y	5300 SHAFTER AV	Oakland	CA	"5300 SHAFTER AV
Oakland, CA
(37.839591, -122.255979)"
BURGLARY	11/12/2018 01:52:00 PM	18-916305	BURGLARY-FORCIBLE ENTRY	15X	500 BODEN WAY	Oakland	CA	"500 BODEN WAY
Oakland, CA
(37.807421, -122.249062)"
VANDALISM	10/15/2018 10:00:00 PM	18-914670	VANDALISM	19X	400 EMBARCADERO	Oakland	CA	"400 EMBARCADERO
Oakland, CA
(37.790457, -122.260834)"
ASSAULT	10/19/2018 05:15:00 AM	18-053036	CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE	08X	2700 TELEGRAPH AV	Oakland	CA	"2700 TELEGRAPH AV
Oakland, CA
(37.816241, -122.267896)"
ASSAULT	11/04/2018 08:30:00 PM	18-055993	ASSAULT WITH FIREARM ON PERSON	34X	1900 82ND AV	Oakland	CA	"1900 82ND AV
Oakland, CA
(37.758383, -122.173855)"
VANDALISM	11/01/2018 02:00:00 PM	18-915698	VANDALISM	12X	500 47TH ST	Oakland	CA	"500 47TH ST
Oakland, CA
(37.83434, -122.263052)"
THEFT/LARCENY	11/10/2018 11:10:00 PM	18-916179	BURGLARY-AUTO	77X	00	Oakland	CA	"00
Oakland, CA"
BURGLARY	10/12/2018 07:30:00 PM	18-915000	BURGLARY-FORCIBLE ENTRY	08X	400 28TH ST	Oakland	CA	"400 28TH ST
Oakland, CA
(37.81639, -122.264966)"
THEFT/LARCENY	11/12/2018 07:30:00 PM	18-916332	BURGLARY-AUTO	31X	400 HEGENBERGER ROAD	Oakland	CA	"400 HEGENBERGER ROAD
Oakland, CA
(37.735772, -122.197083)"
THEFT/LARCENY	10/27/2018 06:45:00 PM	18-054489	BURGLARY-AUTO	04X	600 17TH ST	Oakland	CA	"600 17TH ST
Oakland, CA
(37.807714, -122.273811)"
ROBBERY	11/12/2018 06:42:00 PM	18-057423	ROBBERY-FIREARM	10X	5400 SAN PABLO AV	Oakland	CA	"5400 SAN PABLO AV
Oakland, CA
(37.837887, -122.282008)"
ASSAULT	10/28/2018 01:48:00 AM	18-054681	BATTERY	04X	400 14TH ST	Oakland	CA	"400 14TH ST
Oakland, CA
(37.803843, -122.269973)"
THEFT/LARCENY	11/11/2018 12:30:00 PM	18-057264	BURGLARY-AUTO	31Y	8400 ENTERPRISE WY	Oakland	CA	"8400 ENTERPRISE WY
Oakland, CA
(37.744027, -122.194899)"
VANDALISM	10/18/2018 05:00:00 PM	18-914822	VANDALISM	77X	JEFFERSON ST	Oakland	CA	"JEFFERSON ST
Oakland, CA"
MOTOR VEHICLE THEFT	10/04/2018 07:45:00 PM	18-050515	VEHICLE THEFT - AUTO	27Y	1700 62ND AV	Oakland	CA	"1700 62ND AV
Oakland, CA
(37.765447, -122.195161)"
VANDALISM	11/09/2018 09:40:00 PM	18-916174	VANDALISM	01X	500 EMBARCADERO WEST	Oakland	CA	"500 EMBARCADERO WEST
Oakland, CA
(37.795822, -122.277805)"
ASSAULT	11/05/2018 09:36:00 AM	18-056091	BATTERY	31Z	100 ISLETON AV	Oakland	CA	"100 ISLETON AV
Oakland, CA
(37.729373, -122.18542)"
DISTURBING THE PEACE	10/27/2018 12:00:00 AM	18-054734	DISTURB THE PEACE	03Y	400 7TH ST	Oakland	CA	"400 7TH ST
Oakland, CA
(37.799026, -122.272977)"
ROBBERY	11/13/2018 08:00:00 AM	18-057510	ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)	19X	1200 21ST AV	Oakland	CA	"1200 21ST AV
Oakland, CA
(37.784398, -122.239692)"
ASSAULT	10/09/2018 11:45:00 AM	18-051255	BATTERY	04X	1800 SAN PABLO AV	Oakland	CA	"1800 SAN PABLO AV
Oakland, CA
(37.808106, -122.272441)"
MOTOR VEHICLE THEFT	11/03/2018 05:30:00 AM	18-055759	VEHICLE THEFT - AUTO	25X	4600 DAVENPORT AV	Oakland	CA	"4600 DAVENPORT AV
Oakland, CA
(37.789416, -122.183799)"
ASSAULT	11/13/2018 08:43:00 PM	18-057689	BATTERY	31Z	400 105TH AV	Oakland	CA	"400 105TH AV
Oakland, CA
(37.729393, -122.180566)"
VANDALISM	10/10/2018 07:00:00 PM	18-914805	VANDALISM	04X	2200 WEBSTER ST	Oakland	CA	"2200 WEBSTER ST
Oakland, CA
(37.81068, -122.265616)"
THEFT/LARCENY	10/03/2018 04:50:00 PM	18-050265	GRAND THEFT FROM PERSON	03X	300 10TH ST	Oakland	CA	"300 10TH ST
Oakland, CA
(37.800161, -122.269343)"
VANDALISM	10/17/2018 10:00:00 PM	18-914759	VANDALISM	17Y	2600 IVY DR	Oakland	CA	"2600 IVY DR
Oakland, CA
(37.801753, -122.240831)"
DISTURBING THE PEACE	10/09/2018 10:20:00 AM	18-051227	DISTURB THE PEACE	02X	700 MARKET ST	Oakland	CA	"700 MARKET ST
Oakland, CA
(37.803019, -122.282748)"
