CRIMETYPE,DATETIME,CASENUMBER,DESCRIPTION,POLICEBEAT,ADDRESS,CITY,STATE,Location
BURGLARY,09/17/2018 03:08:00 AM,18-047090,BURGLARY-FORCIBLE ENTRY,13Z,2000 MOUNTAIN BLVD,Oakland,CA,"2000 MOUNTAIN BLVD
Oakland, CA
(37.827229, -122.209956)"
THEFT/LARCENY,08/02/2018 09:30:00 PM,18-039293,THEFT,19X,600 E 12TH ST,Oakland,CA,"600 E 12TH ST
Oakland, CA
(37.79434, -122.253968)"
ASSAULT,08/26/2018 03:00:00 AM,18-043285,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,30Y,2500 RITCHIE ST,Oakland,CA,"2500 RITCHIE ST
Oakland, CA
(37.762156, -122.171813)"
ASSAULT,09/16/2018 11:42:00 PM,18-046925,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,35X,2200 89TH AV,Oakland,CA,"2200 89TH AV
Oakland, CA
(37.754401, -122.166152)"
THEFT/LARCENY,08/03/2018 11:00:00 PM,18-910640,BURGLARY-AUTO,03X,12TH ST & WEBSTER ST,Oakland,CA,"12TH ST &amp; WEBSTER ST
Oakland, CA
(37.802007, -122.269647)"
VANDALISM,08/25/2018 11:00:00 PM,18-911816,VANDALISM,05Y,1700 16TH ST,Oakland,CA,"1700 16TH ST
Oakland, CA
(37.813985, -122.29543)"
ASSAULT,10/12/2018 11:13:00 AM,18-051828,BATTERY:SPOUSE/ETC,21Y,FLAGG AV & HAROLD ST,Oakland,CA,"FLAGG AV &amp; HAROLD ST
Oakland, CA
(37.797765, -122.216415)"
DRUGS/ALCOHOL VIOLATIONS,08/25/2018 03:38:00 PM,18-043069,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,06X,SYCAMORE ST & MARTIN LUTHER KING JR WY,Oakland,CA,"SYCAMORE ST &amp; MARTIN LUTHER KING JR WY
Oakland, CA
(37.815678, -122.271961)"
ASSAULT,09/23/2018 01:18:00 AM,18-048264,ADW NOT F/ARM:PO/FIRE:GBI,77X,42ND AV & COLISEUM WY,Oakland,CA,"42ND AV &amp; COLISEUM WY
Oakland, CA"
THEFT/LARCENY,08/24/2018 09:30:00 PM,18-911766,BURGLARY-AUTO,07X,LINDEN ST & 28TH ST,Oakland,CA,"LINDEN ST &amp; 28TH ST
Oakland, CA
(37.819776, -122.280128)"
THEFT/LARCENY,08/21/2018 06:00:00 PM,18-911650,BURGLARY-AUTO,01X,BROADWAY & WATER ST,Oakland,CA,"BROADWAY &amp; WATER ST
Oakland, CA
(37.794732, -122.277165)"
ASSAULT,07/27/2018 04:00:00 PM,18-037437,THREAT CRIME:INT:TERRORIZE,23X,3600 E 16TH ST,Oakland,CA,"3600 E 16TH ST
Oakland, CA
(37.77799, -122.220549)"
MOTOR VEHICLE THEFT,08/24/2018 07:52:00 PM,18-042952,VEHICLE THEFT - AUTO,22X,HANLY RD & OAKMORE PL,Oakland,CA,"HANLY RD &amp; OAKMORE PL
Oakland, CA
(37.807429, -122.214482)"
MOTOR VEHICLE THEFT,09/01/2018 04:56:00 PM,18-044356,VEHICLE THEFT - AUTO,23X,35TH AV & E 12TH ST,Oakland,CA,"35TH AV &amp; E 12TH ST
Oakland, CA
(37.7756, -122.223114)"
ROBBERY,08/21/2018 12:01:00 AM,18-042175,ROBBERY-OTHER DANGEROUS WEAPON,03X,14TH ST & BROADWAY,Oakland,CA,"14TH ST &amp; BROADWAY
Oakland, CA
(37.804316, -122.271185)"
ASSAULT,10/10/2018 10:57:00 PM,18-051553,ASSAULT WITH FIREARM ON PERSON,31X,OAKPORT ST & ZHONE WY,Oakland,CA,"OAKPORT ST &amp; ZHONE WY
Oakland, CA
(37.752927, -122.210593)"
DISTURBING THE PEACE,10/17/2018 12:00:00 AM,18-052691,DISTURB THE PEACE,27Y,1400 52ND AV,Oakland,CA,"1400 52ND AV
Oakland, CA
(37.768618, -122.207)"
THEFT/LARCENY,09/22/2018 09:10:00 PM,18-913293,BURGLARY-AUTO,03X,1300 FRANKLIN ST,Oakland,CA,"1300 FRANKLIN ST
Oakland, CA
(37.803302, -122.270302)"
MOTOR VEHICLE THEFT,08/13/2018 12:05:00 AM,18-911017,ATTEMPT VEHICLE THEFT-AUTO,31X,8100 CAPWELL DR,Oakland,CA,"8100 CAPWELL DR
Oakland, CA
(37.738671, -122.202993)"
ASSAULT,10/02/2018 02:49:00 AM,18-049900,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,14X,GRAND AV & MACARTHUR BLVD,Oakland,CA,"GRAND AV &amp; MACARTHUR BLVD
Oakland, CA
(37.810193, -122.248824)"
VANDALISM,10/05/2018 11:45:00 PM,18-914376,VANDALISM,29X,3000 60TH AV,Oakland,CA,"3000 60TH AV
Oakland, CA
(37.77399, -122.185684)"
THEFT/LARCENY,10/02/2018 07:00:00 PM,18-913845,BURGLARY-AUTO,08X,2600 BROADWAY,Oakland,CA,"2600 BROADWAY
Oakland, CA
(37.814845, -122.264528)"
ASSAULT,10/06/2018 03:24:00 AM,18-050748,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,33X,9200 C ST,Oakland,CA,"9200 C ST
Oakland, CA
(37.746021, -122.177523)"
THEFT/LARCENY,09/23/2018 07:00:00 PM,18-913351,BURGLARY-AUTO,03X,300 9TH ST,Oakland,CA,"300 9TH ST
Oakland, CA
(37.799419, -122.269606)"
THEFT/LARCENY,10/12/2018 09:50:00 PM,18-914584,BURGLARY-AUTO,01X,5TH ST & JEFFERSON ST,Oakland,CA,"5TH ST &amp; JEFFERSON ST
Oakland, CA
(37.799538, -122.27863)"
DUI,09/12/2018 10:00:00 PM,18-046381,DUI ALCOHOL/DRUGS,12X,45TH ST & TELEGRAPH AV,Oakland,CA,"45TH ST &amp; TELEGRAPH AV
Oakland, CA
(37.833057, -122.263347)"
VANDALISM,08/18/2018 01:00:00 AM,18-041500,VANDALISM,21Y,3000 BONA ST,Oakland,CA,"3000 BONA ST
Oakland, CA
(37.791996, -122.217746)"
THEFT/LARCENY,08/14/2018 11:30:00 PM,18-041124,THEFT,21Y,2800 BONA ST,Oakland,CA,"2800 BONA ST
Oakland, CA
(37.792417, -122.21935)"
BURGLARY,09/17/2018 06:19:00 AM,18-047067,BURGLARY-FORCIBLE ENTRY,08X,100 PEARL ST,Oakland,CA,"100 PEARL ST
Oakland, CA
(37.818231, -122.255783)"
THEFT/LARCENY,09/14/2018 03:26:00 AM,18-912873,BURGLARY-AUTO,06X,800 29TH ST,Oakland,CA,"800 29TH ST
Oakland, CA
(37.819203, -122.274156)"
ASSAULT,10/11/2018 08:30:00 PM,18-051728,BATTERY,32Y,10000 STANLEY AV,Oakland,CA,"10000 STANLEY AV
Oakland, CA
(37.747955, -122.150998)"
VANDALISM,08/15/2018 10:00:00 PM,18-041311,VANDALISM,23X,1100 35TH AV,Oakland,CA,"1100 35TH AV
Oakland, CA
(37.775009, -122.22353)"
VANDALISM,09/14/2018 09:25:00 PM,18-912972,VANDALISM,02X,12TH ST & MAGNOLIA ST,Oakland,CA,"12TH ST &amp; MAGNOLIA ST
Oakland, CA
(37.80835, -122.287741)"
ARSON,10/03/2018 02:20:00 AM,18-050121,MAL SET/ETC FIRE PROP/ETC,30X,7900 INTERNATIONAL BLVD,Oakland,CA,"7900 INTERNATIONAL BLVD
Oakland, CA
(37.756951, -122.182248)"
THEFT/LARCENY,09/29/2018 09:45:00 AM,18-049427,GRAND THEFT,12X,45TH ST & WEBSTER ST,Oakland,CA,"45TH ST &amp; WEBSTER ST
Oakland, CA
(37.833335, -122.260093)"
THEFT/LARCENY,08/23/2018 08:00:00 AM,18-911784,THEFT,06X,600 APGAR ST,Oakland,CA,"600 APGAR ST
Oakland, CA
(37.828069, -122.268049)"
MOTOR VEHICLE THEFT,10/04/2018 10:00:00 PM,18-051650,VEHICLE THEFT - AUTO,35X,9300 VISTA CT,Oakland,CA,"9300 VISTA CT
Oakland, CA
(37.753332, -122.161006)"
ASSAULT,09/15/2018 02:10:00 AM,18-046818,BATTERY,03Y,800 WASHINGTON ST,Oakland,CA,"800 WASHINGTON ST
Oakland, CA
(37.80069, -122.275)"
MOTOR VEHICLE THEFT,09/05/2018 08:00:00 PM,18-045163,VEHICLE THEFT - AUTO,30Y,7800 NEY AV,Oakland,CA,"7800 NEY AV
Oakland, CA
(37.767302, -122.167146)"
THEFT/LARCENY,09/08/2018 01:37:00 PM,18-045677,BURGLARY-AUTO,01X,3RD ST & MARTIN LUTHER KING JR WY,Oakland,CA,"3RD ST &amp; MARTIN LUTHER KING JR WY
Oakland, CA
(37.798635, -122.280683)"
THEFT/LARCENY,08/03/2018 08:45:00 PM,18-910638,BURGLARY-AUTO,03Y,900 WASHINGTON ST,Oakland,CA,"900 WASHINGTON ST
Oakland, CA
(37.801348, -122.274569)"
ASSAULT,10/21/2018 04:03:00 PM,18-053488,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,35X,9300 PEACH ST,Oakland,CA,"9300 PEACH ST
Oakland, CA
(37.752406, -122.163506)"
THEFT/LARCENY,09/21/2018 07:30:00 PM,18-913291,BURGLARY-AUTO,04X,2000 FRANKLIN ST,Oakland,CA,"2000 FRANKLIN ST
Oakland, CA
(37.808812, -122.26691)"
BURGLARY,10/02/2018 11:30:00 AM,18-914365,BURGLARY-FORCIBLE ENTRY,22Y,3300 BRUNELL DR,Oakland,CA,"3300 BRUNELL DR
Oakland, CA
(37.805792, -122.186856)"
MOTOR VEHICLE THEFT,10/11/2018 09:30:00 AM,18-051681,VEHICLE THEFT - AUTO,15X,1800 LAKESHORE AV,Oakland,CA,"1800 LAKESHORE AV
Oakland, CA
(37.800844, -122.254253)"
THEFT/LARCENY,08/31/2018 01:50:00 PM,18-912149,GRAND THEFT,34X,97TH AV & INTERNATIONAL BLVD,Oakland,CA,"97TH AV &amp; INTERNATIONAL BLVD
Oakland, CA
(37.745037, -122.17109)"
MOTOR VEHICLE THEFT,10/12/2018 12:00:00 PM,18-051913,VEHICLE THEFT - AUTO,02X,7TH ST & KIRKHAM ST,Oakland,CA,"7TH ST &amp; KIRKHAM ST
Oakland, CA
(37.804701, -122.292364)"
THEFT/LARCENY,08/27/2018 09:00:00 PM,18-043491,BURGLARY-AUTO,03X,900 WEBSTER ST,Oakland,CA,"900 WEBSTER ST
Oakland, CA
(37.799945, -122.270933)"
SEX CRIMES,09/14/2018 05:50:00 AM,18-046628,DISORDERLY CONDUCT:PROSTITUTION,20X,29TH AV & INTERNATIONAL BLVD,Oakland,CA,"29TH AV &amp; INTERNATIONAL BLVD
Oakland, CA
(37.779259, -122.229145)"
THEFT/LARCENY,07/29/2018 06:37:00 AM,18-037826,POSS STOLEN VEH/VES/ETC,33X,9600 B ST,Oakland,CA,"9600 B ST
Oakland, CA
(37.743997, -122.174789)"
THEFT/LARCENY,08/04/2018 10:15:00 PM,18-910652,BURGLARY-AUTO,12X,4700 TELEGRAPH AV,Oakland,CA,"4700 TELEGRAPH AV
Oakland, CA
(37.834351, -122.263049)"
THEFT/LARCENY,08/18/2018 10:30:00 PM,18-911351,BURGLARY-AUTO,12X,TELEGRAPH AV & 47TH ST,Oakland,CA,"TELEGRAPH AV &amp; 47TH ST
Oakland, CA
(37.83434, -122.263052)"
ASSAULT,10/08/2018 07:30:00 PM,18-051138,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,26Y,80TH AV & INTERNATIONAL BLVD,Oakland,CA,"80TH AV &amp; INTERNATIONAL BLVD
Oakland, CA
(37.756639, -122.181587)"
THEFT/LARCENY,07/25/2018 12:30:00 PM,18-910095,BURGLARY-AUTO,02X,FILBERT ST & 8TH ST,Oakland,CA,"FILBERT ST &amp; 8TH ST
Oakland, CA
(37.804115, -122.284642)"
VANDALISM,09/04/2018 05:00:00 AM,18-044816,VANDALISM-$400+,05Y,20TH ST & WOOD ST,Oakland,CA,"20TH ST &amp; WOOD ST
Oakland, CA
(37.817391, -122.294552)"
ASSAULT,08/06/2018 04:00:00 PM,18-039325,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,30X,7200 FAVOR ST,Oakland,CA,"7200 FAVOR ST
Oakland, CA
(37.76204, -122.184394)"
ASSAULT,09/30/2018 10:00:00 PM,18-050108,BATTERY,27X,5200 FOOTHILL BLVD,Oakland,CA,"5200 FOOTHILL BLVD
Oakland, CA
(37.772636, -122.202965)"
ASSAULT,10/02/2018 04:00:00 PM,18-050023,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,08X,400 24TH ST,Oakland,CA,"400 24TH ST
Oakland, CA
(37.813443, -122.265801)"
MOTOR VEHICLE THEFT,08/05/2018 09:50:00 PM,18-039110,SC STOLEN VEHICLE - AUTO,31Y,98TH AV & EDES AV,Oakland,CA,"98TH AV &amp; EDES AV
Oakland, CA
(37.736405, -122.183166)"
DRUGS/ALCOHOL VIOLATIONS,10/20/2018 04:44:00 PM,18-053348,"SIMPLE POSSESSION OF METHAMPHETAMINE, ECSTASY, GHB, LISTED SUBSTANCES",08X,27TH ST & NORTHGATE AV,Oakland,CA,"27TH ST &amp; NORTHGATE AV
Oakland, CA
(37.816476, -122.269833)"
THEFT/LARCENY,08/27/2018 09:30:00 PM,18-043475,BURGLARY-AUTO,03X,1000 WEBSTER ST,Oakland,CA,"1000 WEBSTER ST
Oakland, CA
(37.800633, -122.270503)"
FRAUD,09/10/2018 03:00:00 PM,18-046258,USE OTHERS ID:CREDIT/ETC,03X,200 13TH ST,Oakland,CA,"200 13TH ST
Oakland, CA
(37.801294, -122.265655)"
THEFT/LARCENY,09/01/2018 09:30:00 AM,18-044318,BURGLARY-AUTO,13Z,PINE HILLS DR & SKYLINE BLVD,Oakland,CA,"PINE HILLS DR &amp; SKYLINE BLVD
Oakland, CA
(37.831751, -122.18568)"
SEX CRIMES,09/26/2018 06:50:00 AM,18-048821,LOITER:INTENT:PROSTITUTION,19X,1700 E 15TH ST,Oakland,CA,"1700 E 15TH ST
Oakland, CA
(37.788469, -122.242215)"
THEFT/LARCENY,08/05/2018 05:00:00 PM,18-910671,THEFT,30X,7500 DEERWOOD AV,Oakland,CA,"7500 DEERWOOD AV
Oakland, CA
(37.762792, -122.178567)"
THEFT/LARCENY,08/20/2018 10:18:00 PM,18-911428,BURGLARY-AUTO,08X,28TH ST & TELEGRAPH AV,Oakland,CA,"28TH ST &amp; TELEGRAPH AV
Oakland, CA
(37.816879, -122.267731)"
ROBBERY,09/05/2018 12:27:00 PM,18-044972,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",17Y,2200 8TH AV,Oakland,CA,"2200 8TH AV
Oakland, CA
(37.798915, -122.243829)"
VANDALISM,09/10/2018 08:00:00 PM,18-912599,VANDALISM,03X,11TH ST & BROADWAY,Oakland,CA,"11TH ST &amp; BROADWAY
Oakland, CA
(37.80229, -122.272548)"
ASSAULT,09/24/2018 07:19:00 PM,18-048507,BATTERY,34X,2100 88TH AV,Oakland,CA,"2100 88TH AV
Oakland, CA
(37.754631, -122.167631)"
DISTURBING THE PEACE,09/20/2018 12:00:00 AM,18-048607,DISTURB THE PEACE,34X,1400 96TH AV,Oakland,CA,"1400 96TH AV
Oakland, CA
(37.745801, -122.171498)"
ROBBERY,08/07/2018 11:00:00 PM,18-040169,ROBBERY-OTHER DANGEROUS WEAPON,04X,W GRAND AV & TELEGRAPH AV,Oakland,CA,"W GRAND AV &amp; TELEGRAPH AV
Oakland, CA
(37.811824, -122.268996)"
THEFT/LARCENY,08/28/2018 10:40:00 AM,18-043569,GRAND THEFT:MONEY/LABOR/PROPERTY  OVER $400,19X,700 INTERNATIONAL BLVD,Oakland,CA,"700 INTERNATIONAL BLVD
Oakland, CA
(37.794281, -122.252182)"
VANDALISM,08/01/2018 07:00:00 AM,18-910543,VANDALISM,31Y,9100 EDES AV,Oakland,CA,"9100 EDES AV
Oakland, CA
(37.737934, -122.188813)"
MOTOR VEHICLE THEFT,07/27/2018 08:00:00 PM,18-037638,VEHICLE THEFT - AUTO,33X,1300 87TH AV,Oakland,CA,"1300 87TH AV
Oakland, CA
(37.751036, -122.177669)"
ROBBERY,07/29/2018 11:57:00 AM,18-037857,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",34X,1700 85TH AV,Oakland,CA,"1700 85TH AV
Oakland, CA
(37.755265, -122.173846)"
THEFT/LARCENY,08/07/2018 06:00:00 AM,18-039509,THEFT,21Y,00 DEERING CT,Oakland,CA,"00 DEERING CT
Oakland, CA"
MOTOR VEHICLE THEFT,09/22/2018 07:30:00 PM,18-048373,VEHICLE THEFT - AUTO,21Y,2600 PLEASANT ST,Oakland,CA,"2600 PLEASANT ST
Oakland, CA
(37.797158, -122.217604)"
THEFT/LARCENY,10/02/2018 05:00:00 PM,18-914181,BURGLARY-AUTO,77X,HILLEGASS AV & TELEGRAPH AV,Oakland,CA,"HILLEGASS AV &amp; TELEGRAPH AV
Oakland, CA"
ASSAULT,10/06/2018 02:49:00 AM,18-050743,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,34X,1400 84TH AV,Oakland,CA,"1400 84TH AV
Oakland, CA
(37.754466, -122.177784)"
THEFT/LARCENY,08/23/2018 09:30:00 PM,18-911723,BURGLARY-AUTO,08X,BROADWAY & 24TH ST,Oakland,CA,"BROADWAY &amp; 24TH ST
Oakland, CA
(37.813404, -122.265569)"
ROBBERY,08/07/2018 07:50:00 AM,18-039482,ROBBERY-FIREARM,35X,2200 BLK OF 87TH AV,Oakland,CA,"2200 BLK OF 87TH AV
Oakland, CA
(37.756006, -122.166582)"
ASSAULT,10/19/2018 12:30:00 AM,18-053023,EXHIBIT FIREARM,20X,2500 INTERNATIONAL BLVD,Oakland,CA,"2500 INTERNATIONAL BLVD
Oakland, CA
(37.782068, -122.2337)"
BURGLARY,07/25/2018 01:01:00 PM,18-911126,BURGLARY-FORCIBLE ENTRY,34X,8400 BANCROFT AVE,Oakland,CA,"8400 BANCROFT AVE
Oakland, CA
(37.758211, -122.168976)"
ASSAULT,10/21/2018 10:24:00 AM,18-053456,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,10X,900 53RD ST,Oakland,CA,"900 53RD ST
Oakland, CA
(37.837503, -122.273236)"
THEFT/LARCENY,09/28/2018 03:45:00 PM,18-913810,THEFT,03Y,1300 BROADWAY,Oakland,CA,"1300 BROADWAY
Oakland, CA
(37.803663, -122.271636)"
THEFT/LARCENY,08/04/2018 10:00:00 PM,18-910656,BURGLARY-AUTO,01X,400 WEBSTER ST,Oakland,CA,"400 WEBSTER ST
Oakland, CA
(37.796639, -122.272996)"
THEFT/LARCENY,08/15/2018 10:00:00 AM,18-911220,BURGLARY-AUTO,31X,400 HEGENBERGER RD,Oakland,CA,"400 HEGENBERGER RD
Oakland, CA
(37.735772, -122.197083)"
ASSAULT,09/01/2018 01:30:00 AM,18-044271,BATTERY,27Y,55TH AV & SCOVILLE ST,Oakland,CA,"55TH AV &amp; SCOVILLE ST
Oakland, CA
(37.769596, -122.20017)"
THEFT/LARCENY,09/03/2018 03:30:00 PM,18-044589,BURGLARY-AUTO,12X,49TH ST & TELEGRAPH AV,Oakland,CA,"49TH ST &amp; TELEGRAPH AV
Oakland, CA
(37.83574, -122.262684)"
THEFT/LARCENY,09/29/2018 06:29:00 AM,18-049411,BURGLARY-AUTO,08X,24TH ST & NORTHGATE AV,Oakland,CA,"24TH ST &amp; NORTHGATE AV
Oakland, CA
(37.813777, -122.270485)"
MOTOR VEHICLE THEFT,10/08/2018 09:00:00 AM,18-051543,VEHICLE THEFT - AUTO,19X,E 11TH ST & 2ND AV,Oakland,CA,"E 11TH ST &amp; 2ND AV
Oakland, CA
(37.796607, -122.258214)"
ROBBERY,08/21/2018 08:30:00 PM,18-042559,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",04X,BROADWAY & TELEGRAPH AV,Oakland,CA,"BROADWAY &amp; TELEGRAPH AV
Oakland, CA
(37.805336, -122.270578)"
DUI,10/05/2018 03:29:00 PM,18-050650,DUI ALCOHOL/DRUGS,21Y,2200 FRUITVALE AV,Oakland,CA,"2200 FRUITVALE AV
Oakland, CA
(37.785101, -122.222215)"
ROBBERY,08/06/2018 06:32:00 PM,18-039273,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",26Y,73RD AV & INTERNATIONAL BLVD,Oakland,CA,"73RD AV &amp; INTERNATIONAL BLVD
Oakland, CA
(37.759176, -122.18689)"
ASSAULT,08/28/2018 02:00:00 AM,18-043498,BATTERY,27Y,5700 BANCROFT AV,Oakland,CA,"5700 BANCROFT AV
Oakland, CA
(37.771251, -122.194281)"
ASSAULT,10/04/2018 09:20:00 PM,18-050524,THREAT CRIME:INT:TERRORIZE,30Y,FOOTHILL BLVD & HAVENSCOURT BLVD,Oakland,CA,"FOOTHILL BLVD &amp; HAVENSCOURT BLVD
Oakland, CA
(37.770415, -122.181827)"
VANDALISM,08/19/2018 07:30:00 PM,18-911405,VANDALISM,04X,BROADWAY & 21ST ST,Oakland,CA,"BROADWAY &amp; 21ST ST
Oakland, CA
(37.810054, -122.267641)"
THEFT/LARCENY,08/16/2018 12:00:00 PM,18-041215,THEFT,22Y,3400 MACARTHUR BLVD,Oakland,CA,"3400 MACARTHUR BLVD
Oakland, CA
(37.79418, -122.201037)"
MOTOR VEHICLE THEFT,08/25/2018 10:50:00 PM,18-043576,VEHICLE THEFT - AUTO,01X,300 WEBSTER ST,Oakland,CA,"300 WEBSTER ST
Oakland, CA
(37.796036, -122.273379)"
THEFT/LARCENY,08/15/2018 11:30:00 AM,18-041048,GRAND THEFT,21X,2400 E 22ND ST,Oakland,CA,"2400 E 22ND ST
Oakland, CA
(37.788169, -122.228796)"
ASSAULT,09/25/2018 09:27:00 AM,18-048639,THREAT CRIME:INT:TERRORIZE,19X,1900 EMBARCADERO,Oakland,CA,"1900 EMBARCADERO
Oakland, CA
(37.783374, -122.243103)"
THEFT/LARCENY,09/15/2018 09:08:00 PM,18-046939,GRAND THEFT,02Y,5TH ST & CENTER ST,Oakland,CA,"5TH ST &amp; CENTER ST
Oakland, CA
(37.804118, -122.295369)"
DISTURBING THE PEACE,07/24/2018 01:30:00 PM,18-036890,DISTURB THE PEACE,09X,LINDA AV & PIEDMONT AV,Oakland,CA,"LINDA AV &amp; PIEDMONT AV
Oakland, CA
(37.827333, -122.251182)"
VANDALISM,08/26/2018 02:11:00 PM,18-043227,VANDALISM,18Y,2100 E 27TH ST,Oakland,CA,"2100 E 27TH ST
Oakland, CA
(37.794717, -122.229827)"
VANDALISM,10/02/2018 06:00:00 PM,18-914788,VANDALISM,08X,400 24TH ST,Oakland,CA,"400 24TH ST
Oakland, CA
(37.813443, -122.265801)"
THEFT/LARCENY,09/21/2018 08:05:00 PM,18-913259,BURGLARY-AUTO,03X,12TH ST & WEBSTER ST,Oakland,CA,"12TH ST &amp; WEBSTER ST
Oakland, CA
(37.802007, -122.269647)"
DISTURBING THE PEACE,08/06/2018 12:00:00 AM,18-039462,DISTURB THE PEACE,77X,LAKE MERRITT,Oakland,CA,"LAKE MERRITT
Oakland, CA"
DISTURBING THE PEACE,10/17/2018 04:00:00 PM,18-052781,DISTURB THE PEACE,07X,3200 LINDEN ST,Oakland,CA,"3200 LINDEN ST
Oakland, CA
(37.823512, -122.278772)"
VANDALISM,09/30/2018 12:00:00 PM,18-049859,VANDALISM,09X,3500 HARRISON ST,Oakland,CA,"3500 HARRISON ST
Oakland, CA
(37.819951, -122.253941)"
ASSAULT,08/05/2018 01:00:00 AM,18-039000,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,07X,24TH ST & ADELINE ST,Oakland,CA,"24TH ST &amp; ADELINE ST
Oakland, CA
(37.817171, -122.283366)"
THEFT/LARCENY,08/18/2018 03:40:00 PM,18-911342,GRAND THEFT,30Y,77TH AV & BANCROFT AV,Oakland,CA,"77TH AV &amp; BANCROFT AV
Oakland, CA
(37.763896, -122.174549)"
MOTOR VEHICLE THEFT,09/15/2018 09:00:00 PM,18-047011,ATTEMPT VEHICLE THEFT-AUTO,15X,3RD AV & WAYNE PL,Oakland,CA,"3RD AV &amp; WAYNE PL
Oakland, CA
(37.800138, -122.250492)"
THEFT/LARCENY,09/17/2018 09:15:00 AM,18-047111,THEFT,77X,93RD AV,Oakland,CA,"93RD AV
Oakland, CA"
VANDALISM,09/24/2018 11:00:00 PM,18-049845,VANDALISM,19X,1100 12TH AV,Oakland,CA,"1100 12TH AV
Oakland, CA
(37.789318, -122.249787)"
ROBBERY,09/27/2018 04:00:00 AM,18-048985,CARJACKING - STRONGARM,34X,94TH AV & INTERNATIONAL BLVD,Oakland,CA,"94TH AV &amp; INTERNATIONAL BLVD
Oakland, CA
(37.747155, -122.172643)"
DRUGS/ALCOHOL VIOLATIONS,08/30/2018 04:00:00 PM,18-044003,POSSESS MARIJUANA/HASHISH FOR SALE,26Y,71ST AV & HAMILTON ST,Oakland,CA,"71ST AV &amp; HAMILTON ST
Oakland, CA
(37.757963, -122.191835)"
ASSAULT,07/23/2018 02:30:00 PM,18-036691,BRANDISHING FIREARM REPLICA,26X,47TH AV & SAN LEANDRO ST,Oakland,CA,"47TH AV &amp; SAN LEANDRO ST
Oakland, CA
(37.76821, -122.214179)"
ROBBERY,08/15/2018 11:45:00 PM,18-041111,ROBBERY-FIREARM,20X,DERBY AV & ELMWOOD AV,Oakland,CA,"DERBY AV &amp; ELMWOOD AV
Oakland, CA
(37.773756, -122.230443)"
DISTURBING THE PEACE,10/08/2018 12:00:00 AM,18-051644,DISTURB THE PEACE,33X,1300 96TH AV,Oakland,CA,"1300 96TH AV
Oakland, CA
(37.745034, -122.17315)"
ASSAULT,10/21/2018 12:37:00 AM,18-053427,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,23X,1600 41ST AV,Oakland,CA,"1600 41ST AV
Oakland, CA
(37.774621, -122.215569)"
VANDALISM,08/16/2018 02:55:00 PM,18-041437,VANDALISM,04X,1500 JACKSON ST,Oakland,CA,"1500 JACKSON ST
Oakland, CA
(37.802902, -122.264655)"
ASSAULT,09/04/2018 05:59:00 PM,18-044840,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,26Y,LEONA CREEK DR & LION WY,Oakland,CA,"LEONA CREEK DR &amp; LION WY
Oakland, CA
(37.756382, -122.197595)"
THEFT/LARCENY,09/23/2018 10:00:00 AM,18-048339,BURGLARY-AUTO,04X,300 17TH ST,Oakland,CA,"300 17TH ST
Oakland, CA
(37.805387, -122.266503)"
ROBBERY,08/04/2018 09:00:00 PM,18-038964,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",30X,8100 INTERNATIONAL BLVD,Oakland,CA,"8100 INTERNATIONAL BLVD
Oakland, CA
(37.756141, -122.180557)"
THEFT/LARCENY,09/10/2018 06:00:00 AM,18-045929,BURGLARY-AUTO,27X,45TH AV & BANCROFT AV,Oakland,CA,"45TH AV &amp; BANCROFT AV
Oakland, CA
(37.772654, -122.212)"
ASSAULT,08/28/2018 12:28:00 PM,18-043587,EXHIBIT FIREARM,26Y,76TH AV & HAMILTON ST,Oakland,CA,"76TH AV &amp; HAMILTON ST
Oakland, CA
(37.755317, -122.189171)"
ASSAULT,10/11/2018 07:15:00 PM,18-051714,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,21Y,2100 34TH AV,Oakland,CA,"2100 34TH AV
Oakland, CA
(37.784055, -122.21942)"
ASSAULT,10/07/2018 05:00:00 PM,18-050959,BATTERY,02Y,900 WOOD ST,Oakland,CA,"900 WOOD ST
Oakland, CA
(37.809585, -122.300761)"
