CRIMETYPE	DATETIME	CASENUMBER	DESCRIPTION	POLICEBEAT	ADDRESS	CITY	STATE	Location
BURGLARY	12/11/2018 06:30:00 PM	18-062549	BURGLARY-FORCIBLE ENTRY	18Y	2000 E 29TH ST	Oakland	CA	"2000 E 29TH ST
Oakland, CA
(37.796846, -122.22945)"
VANDALISM	12/12/2018 06:37:00 PM	18-062713	VANDALISM $10000 OR MORE	24Y	3100 35TH AV	Oakland	CA	"3100 35TH AV
Oakland, CA
(37.79073, -122.205678)"
ASSAULT	12/28/2018 02:39:00 PM	18-065308	FORCE/ADW-KNIFE:GBI	12X	4000 TELEGRAPH AV	Oakland	CA	"4000 TELEGRAPH AV
Oakland, CA
(37.829455, -122.264364)"
THEFT/LARCENY	12/18/2018 01:46:00 PM	18-063697	THEFT	26X	5000 COLISEUM WY	Oakland	CA	"5000 COLISEUM WY
Oakland, CA
(37.764251, -122.2152)"
ARSON	12/07/2018 09:36:00 PM	18-060745	MAL SET/ETC FIRE PROP/ETC	01X	200 3RD ST	Oakland	CA	"200 3RD ST
Oakland, CA
(37.794649, -122.270557)"
MOTOR VEHICLE THEFT	12/15/2018 05:00:00 PM	18-063677	VEHICLE THEFT - AUTO	05Y	17TH ST AND CENTER ST	Oakland	CA	"17TH ST AND CENTER ST
Oakland, CA
(37.813342, -122.292111)"
ROBBERY	12/08/2018 02:30:00 AM	18-060755	ROBBERY-FIREARM	05X	800 W GRAND AV	Oakland	CA	"800 W GRAND AV
Oakland, CA
(37.813584, -122.276142)"
MOTOR VEHICLE THEFT	12/08/2018 03:00:00 PM	18-062004	VEHICLE THEFT - AUTO	08X	500 30TH ST	Oakland	CA	"500 30TH ST
Oakland, CA
(37.819413, -122.266909)"
MOTOR VEHICLE THEFT	12/28/2018 04:00:00 AM	18-065250	VEHICLE THEFT - AUTO	22X	2100 COLOMA ST	Oakland	CA	"2100 COLOMA ST
Oakland, CA
(37.802013, -122.215475)"
THEFT/LARCENY	12/27/2018 07:00:00 AM	18-065113	GRAND THEFT	22Y	2900 MACARTHUR BLVD	Oakland	CA	"2900 MACARTHUR BLVD
Oakland, CA
(37.798155, -122.206598)"
MOTOR VEHICLE THEFT	12/05/2018 10:00:00 AM	18-061402	VEHICLE THEFT - AUTO	21Y	3000 LOGAN ST	Oakland	CA	"3000 LOGAN ST
Oakland, CA
(37.788371, -122.22307)"
MOTOR VEHICLE THEFT	12/16/2018 09:00:00 PM	18-063588	VEHICLE THEFT - AUTO	05X	700 15TH ST	Oakland	CA	"700 15TH ST
Oakland, CA
(37.807933, -122.278201)"
THEFT/LARCENY	12/17/2018 05:00:00 AM	18-063443	THEFT	35Y	3400 REVERE AV	Oakland	CA	"3400 REVERE AV
Oakland, CA
(37.734595, -122.131878)"
MOTOR VEHICLE THEFT	12/15/2018 12:01:00 AM	18-063267	VEHICLE THEFT - AUTO	17Y	1200 MACARTHUR BLVD.	Oakland	CA	"1200 MACARTHUR BLVD.
Oakland, CA
(37.803392, -122.233024)"
THEFT/LARCENY	12/04/2018 07:00:00 PM	18-061229	BURGLARY-AUTO	77X	5100 22ND ST	Oakland	CA	"5100 22ND ST
Oakland, CA"
THEFT/LARCENY	12/18/2018 07:00:00 PM	18-063741	THEFT	04X	2200 VALLEY ST	Oakland	CA	"2200 VALLEY ST
Oakland, CA
(37.811049, -122.268005)"
DISTURBING THE PEACE	12/28/2018 02:51:00 PM	18-065306	DISTURB THE PEACE	23X	900 39TH AV	Oakland	CA	"900 39TH AV
Oakland, CA
(37.771522, -122.22116)"
ASSAULT	12/28/2018 07:29:00 AM	18-065246	SC BATTERY	27Y	5700 ELIZABETH ST	Oakland	CA	"5700 ELIZABETH ST
Oakland, CA
(37.770207, -122.195223)"
THEFT/LARCENY	12/04/2018 06:45:00 PM	18-061202	BURGLARY-AUTO	31X	400 HEGENBERGER RD	Oakland	CA	"400 HEGENBERGER RD
Oakland, CA
(37.735772, -122.197083)"
THEFT/LARCENY	12/23/2018 08:00:00 AM	18-065312	THEFT	03X	00 7TH ST	Oakland	CA	"00 7TH ST
Oakland, CA"
MOTOR VEHICLE THEFT	12/18/2018 05:32:00 PM	18-062394	VEHICLE THEFT - AUTO	30X	7600 KRAUSE AV AT R10851	Oakland	CA	"7600 KRAUSE AV AT R10851
Oakland, CA"
ASSAULT	12/28/2018 12:37:00 AM	18-065228	CRUELTY TO ELDER/DEPENDENT ADULT WITH LIKELY GBI OR DEATH	14X	2300 HARRISON ST	Oakland	CA	"2300 HARRISON ST
Oakland, CA
(37.811434, -122.262063)"
MOTOR VEHICLE THEFT	12/26/2018 11:00:00 PM	18-065068	VEHICLE THEFT - AUTO	15X	1100 MCKINLEY AV	Oakland	CA	"1100 MCKINLEY AV
Oakland, CA
(37.803783, -122.23841)"
SEX CRIMES	12/11/2018 06:31:00 PM	18-062499	DISORDERLY CONDUCT:PROSTITUTION	20X	2600 INTERNATIONAL BLVD	Oakland	CA	"2600 INTERNATIONAL BLVD
Oakland, CA
(37.781378, -122.232482)"
ASSAULT	12/25/2018 10:10:00 AM	18-065245	SHOOT AT UNOCCUPIED DWELLING/VEHICLE/ETC	33X	9700 E ST	Oakland	CA	"9700 E ST
Oakland, CA
(37.742139, -122.177029)"
ASSAULT	12/11/2018 03:30:00 PM	18-062502	INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT	24X	2500 35TH AV	Oakland	CA	"2500 35TH AV
Oakland, CA
(37.787191, -122.211723)"
THEFT/LARCENY	12/16/2018 09:30:00 PM	18-063530	BURGLARY-AUTO	16Y	1500 MACARTHUR BLVD	Oakland	CA	"1500 MACARTHUR BLVD
Oakland, CA
(37.800983, -122.225884)"
MOTOR VEHICLE THEFT	11/30/2018 01:21:00 AM	18-060324	VEHICLE THEFT - AUTO	09X	4100 BROADWAY	Oakland	CA	"4100 BROADWAY
Oakland, CA
(37.828685, -122.255905)"
MOTOR VEHICLE THEFT	12/25/2018 12:00:00 PM	18-065256	VEHICLE THEFT - AUTO	20X	2400 E 12TH ST	Oakland	CA	"2400 E 12TH ST
Oakland, CA
(37.781853, -122.235418)"
BURGLARY	12/25/2018 11:30:00 PM	18-065248	BURGLARY-NO FORCE	28X	3400 STORER AVE	Oakland	CA	"3400 STORER AVE
Oakland, CA
(37.785229, -122.195334)"
ROBBERY	12/27/2018 10:35:00 PM	18-065208	ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)	07X	1100 34TH ST	Oakland	CA	"1100 34TH ST
Oakland, CA
(37.825255, -122.279269)"
ASSAULT	12/09/2018 07:09:00 PM	18-062120	BATTERY:SPOUSE/EX SPOUSE/DATE/ETC	35X	8700 HILLSIDE ST	Oakland	CA	"8700 HILLSIDE ST
Oakland, CA
(37.757273, -122.163997)"
MOTOR VEHICLE THEFT	12/24/2018 10:00:00 PM	18-065213	VEHICLE THEFT - AUTO	34X	9600 INTERNATIONAL BLVD	Oakland	CA	"9600 INTERNATIONAL BLVD
Oakland, CA
(37.745801, -122.171498)"
THEFT/LARCENY	12/04/2018 05:30:00 PM	18-061203	BURGLARY-AUTO	04X	1600 SAN PABLO AV	Oakland	CA	"1600 SAN PABLO AV
Oakland, CA
(37.806489, -122.271925)"
ASSAULT	12/24/2018 12:00:00 AM	18-065254	THREAT CRIME:INT:TERRORIZE	10Y	800 46TH ST	Oakland	CA	"800 46TH ST
Oakland, CA
(37.834714, -122.26994)"
THEFT/LARCENY	12/05/2018 03:21:00 PM	18-061377	GRAND THEFT	19X	1000 5TH AV	Oakland	CA	"1000 5TH AV
Oakland, CA
(37.793887, -122.256448)"
THEFT/LARCENY	12/04/2018 06:55:00 PM	18-061222	BURGLARY-AUTO	14X	400 GRAND AV	Oakland	CA	"400 GRAND AV
Oakland, CA
(37.808774, -122.253814)"
MOTOR VEHICLE THEFT	12/04/2018 07:45:00 PM	18-061389	VEHICLE THEFT - AUTO	77X	2900 KELLER	Oakland	CA	"2900 KELLER
Oakland, CA"
ASSAULT	12/18/2018 02:38:00 AM	18-063611	WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER	21X	2500 FOOTHILL BLVD	Oakland	CA	"2500 FOOTHILL BLVD
Oakland, CA
(37.784648, -122.23035)"
MOTOR VEHICLE THEFT	12/09/2018 10:45:00 PM	18-062129	VEHICLE THEFT - AUTO	21Y	3100 CHAMPION ST	Oakland	CA	"3100 CHAMPION ST
Oakland, CA
(37.795578, -122.21649)"
ROBBERY	12/18/2018 11:00:00 AM	18-063672	ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)	19X	1100 INTERNATIONAL BLVD	Oakland	CA	"1100 INTERNATIONAL BLVD
Oakland, CA
(37.791258, -122.24877)"
ASSAULT	12/07/2018 11:52:00 AM	18-061749	EXHIBIT DEADLY WEAPON OTHER THAN FIREARM	27X	COURTLAND AV & FAIRFAX AV	Oakland	CA	"COURTLAND AV &amp; FAIRFAX AV
Oakland, CA
(37.780119, -122.205108)"
BURGLARY	11/30/2018 08:30:00 AM	18-060465	BURGLARY-NO FORCE	18Y	2200 E 33RD ST	Oakland	CA	"2200 E 33RD ST
Oakland, CA
(37.799794, -122.225795)"
MOTOR VEHICLE THEFT	11/30/2018 07:00:00 AM	18-060466	VEHICLE THEFT - AUTO	02Y	1800 14TH ST	Oakland	CA	"1800 14TH ST
Oakland, CA
(37.813704, -122.29867)"
MOTOR VEHICLE THEFT	11/30/2018 03:30:00 AM	18-060476	VEHICLE THEFT - AUTO	03Y	6TH ST & CASTRO ST	Oakland	CA	"6TH ST &amp; CASTRO ST
Oakland, CA
(37.801149, -122.280579)"
ARSON	12/09/2018 10:24:00 PM	18-062131	ARSON:INHABITED STRUCTURE/PROPERTY	14Y	300 SANTA CLARA AV	Oakland	CA	"300 SANTA CLARA AV
Oakland, CA
(37.816129, -122.249438)"
MOTOR VEHICLE THEFT	12/08/2018 06:00:00 PM	18-061982	VEHICLE THEFT - AUTO	19X	1200 18TH AV	Oakland	CA	"1200 18TH AV
Oakland, CA
(37.786624, -122.242517)"
MOTOR VEHICLE THEFT	12/23/2018 11:33:00 PM	18-064442	VEHICLE THEFT - AUTO	33X	ELLINGTON WY & HAWKINS DR	Oakland	CA	"ELLINGTON WY &amp; HAWKINS DR
Oakland, CA
(37.743229, -122.181666)"
WEAPONS	12/11/2018 12:22:00 PM	18-062431	MFG/SALE/POSSESS/ETC LARGE CAPACITY MAGAZINE	19X	19TH AV & FOOTHILL BLVD	Oakland	CA	"19TH AV &amp; FOOTHILL BLVD
Oakland, CA
(37.788116, -122.239441)"
ROBBERY	12/11/2018 11:03:00 AM	18-062414	CARJACKING - STRONGARM	14X	300 GRAND AV	Oakland	CA	"300 GRAND AV
Oakland, CA
(37.809029, -122.256834)"
BURGLARY	12/22/2018 12:00:00 PM	18-065359	BURGLARY-NO FORCE	16X	900 TRESTLE GLEN RD	Oakland	CA	"900 TRESTLE GLEN RD
Oakland, CA
(37.80759, -122.237732)"
THEFT/LARCENY	12/04/2018 07:35:00 PM	18-061224	BURGLARY-AUTO	03Y	9TH ST & CLAY ST	Oakland	CA	"9TH ST &amp; CLAY ST
Oakland, CA
(37.801816, -122.275757)"
DRUGS/ALCOHOL VIOLATIONS	12/06/2018 12:19:00 AM	18-061473	POSSESS MARIJUANA/HASHISH FOR SALE	30X	7200 BANCROFT AV	Oakland	CA	"7200 BANCROFT AV
Oakland, CA
(37.766093, -122.177258)"
BURGLARY	12/18/2018 01:19:00 PM	18-063694	BURGLARY-FORCIBLE ENTRY	35Y	4700 SHETLAND AV	Oakland	CA	"4700 SHETLAND AV
Oakland, CA
(37.751824, -122.124517)"
ROBBERY	12/05/2018 09:45:00 PM	18-061451	ROBBERY-FIREARM	11X	65TH ST & WHITNEY ST	Oakland	CA	"65TH ST &amp; WHITNEY ST
Oakland, CA
(37.850212, -122.266677)"
ASSAULT	12/13/2018 12:20:00 PM	18-062838	BATTERY:SPOUSE/EX SPOUSE/DATE/ETC	01X	EMBARCADERO WEST & WEBSTER ST	Oakland	CA	"EMBARCADERO WEST &amp; WEBSTER ST
Oakland, CA
(37.79448, -122.274348)"
DISTURBING THE PEACE	12/12/2018 06:45:00 AM	18-062579	DISTURB THE PEACE	34X	2100 90TH AV	Oakland	CA	"2100 90TH AV
Oakland, CA
(37.753107, -122.166772)"
THEFT/LARCENY	12/14/2018 08:30:00 PM	18-063137	BURGLARY-AUTO	08X	27TH ST & TELEGRAPH AV	Oakland	CA	"27TH ST &amp; TELEGRAPH AV
Oakland, CA
(37.816241, -122.267896)"
MOTOR VEHICLE THEFT	12/04/2018 10:30:00 AM	18-061139	VEHICLE THEFT - AUTO	77X	GRAND  AVE & LENNOX	Oakland	CA	"GRAND AVE &amp; LENNOX
Oakland, CA"
ASSAULT	12/29/2018 11:00:00 AM	18-065447	BATTERY:SPOUSE/EX SPOUSE/DATE/ETC	30X	1700 67TH AV	Oakland	CA	"1700 67TH AV
Oakland, CA
(37.764008, -122.188687)"
MOTOR VEHICLE THEFT	12/18/2018 09:30:00 PM	18-063784	VEHICLE THEFT - AUTO	25X	39TH AV & MASTERSON ST	Oakland	CA	"39TH AV &amp; MASTERSON ST
Oakland, CA
(37.789945, -122.196316)"
ASSAULT	12/05/2018 09:55:00 AM	18-061316	INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT	28X	HIGH ST & FLEMING AV	Oakland	CA	"HIGH ST &amp; FLEMING AV
Oakland, CA
(37.783744, -122.201791)"
MOTOR VEHICLE THEFT	12/17/2018 08:00:00 AM	18-063554	VEHICLE THEFT - AUTO	03X	100 11TH ST	Oakland	CA	"100 11TH ST
Oakland, CA
(37.799045, -122.264138)"
ROBBERY	12/24/2018 03:00:00 AM	18-064588	ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)	24Y	3200 35TH AV	Oakland	CA	"3200 35TH AV
Oakland, CA
(37.791143, -122.204977)"
ASSAULT	12/29/2018 12:00:00 AM	18-065444	BATTERY	09X	5000 PIEDMONT AV	Oakland	CA	"5000 PIEDMONT AV
Oakland, CA
(37.832, -122.24506)"
DISTURBING THE PEACE	12/25/2018 12:00:00 AM	18-065328	DISTURB THE PEACE	10X	1100 63RD ST	Oakland	CA	"1100 63RD ST
Oakland, CA
(37.845646, -122.284642)"
ASSAULT	12/17/2018 12:45:00 PM	18-063665	BATTERY	27Y	2100 57TH AV	Oakland	CA	"2100 57TH AV
Oakland, CA
(37.76978, -122.196414)"
ASSAULT	12/28/2018 09:52:00 PM	18-065371	BATTERY	32Y	10900 MACARTHUR BLVD	Oakland	CA	"10900 MACARTHUR BLVD
Oakland, CA
(37.741083, -122.149135)"
MOTOR VEHICLE THEFT	12/27/2018 10:04:00 PM	18-065214	VEHICLE THEFT - AUTO	05X	800 21ST ST	Oakland	CA	"800 21ST ST
Oakland, CA
(37.812168, -122.276659)"
ASSAULT	12/17/2018 05:00:00 PM	18-063532	BATTERY	08X	200 29TH ST	Oakland	CA	"200 29TH ST
Oakland, CA
(37.816105, -122.258617)"
MOTOR VEHICLE THEFT	12/06/2018 09:53:00 AM	18-061532	VEHICLE THEFT - AUTO	31Y	CLARA ST & RAILROAD AV	Oakland	CA	"CLARA ST &amp; RAILROAD AV
Oakland, CA
(37.740066, -122.184567)"
THEFT/LARCENY	12/02/2018 06:00:00 PM	18-060854	BURGLARY-AUTO	01X	BROADWAY & EMBARCADERO WEST	Oakland	CA	"BROADWAY &amp; EMBARCADERO WEST
Oakland, CA
(37.79529, -122.276755)"
MOTOR VEHICLE THEFT	12/09/2018 02:30:00 AM	18-062060	VEHICLE THEFT - AUTO	16X	1000 UNDERHILLS RD	Oakland	CA	"1000 UNDERHILLS RD
Oakland, CA
(37.808633, -122.228585)"
THEFT/LARCENY	12/02/2018 04:45:00 PM	18-060829	GRAND THEFT FROM PERSON	04X	16TH ST & TELEGRAPH AV	Oakland	CA	"16TH ST &amp; TELEGRAPH AV
Oakland, CA
(37.806119, -122.270459)"
MOTOR VEHICLE THEFT	12/04/2018 06:47:00 PM	18-061195	VEHICLE THEFT - AUTO	26Y	5800 TEVIS ST	Oakland	CA	"5800 TEVIS ST
Oakland, CA
(37.763358, -122.203339)"
VANDALISM	12/25/2018 12:37:00 AM	18-064730	VANDALISM:DAMAGE PROPERTY	09X	GILBERT ST & JOHN ST	Oakland	CA	"GILBERT ST &amp; JOHN ST
Oakland, CA
(37.83124, -122.252046)"
MOTOR VEHICLE THEFT	12/24/2018 03:00:00 PM	18-065136	VEHICLE THEFT - AUTO	77X	1100 36TH STREET	Oakland	CA	"1100 36TH STREET
Oakland, CA
(37.827135, -122.279301)"
THEFT/LARCENY	12/27/2018 10:00:00 PM	18-065206	BURGLARY-AUTO	01X	4TH ST & WASHINGTON ST	Oakland	CA	"4TH ST &amp; WASHINGTON ST
Oakland, CA
(37.797916, -122.276715)"
ASSAULT	12/29/2018 12:30:00 AM	18-065394	MISD-INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT/DATNG RELATNSHP	27X	2500 COURTLAND AV	Oakland	CA	"2500 COURTLAND AV
Oakland, CA
(37.780893, -122.204398)"
MOTOR VEHICLE THEFT	12/14/2018 07:00:00 AM	18-063053	VEHICLE THEFT - AUTO	16X	LAKESHORE AV & LONGRIDGE RD	Oakland	CA	"LAKESHORE AV &amp; LONGRIDGE RD
Oakland, CA
(37.811264, -122.242659)"
ASSAULT	12/27/2018 08:27:00 PM	18-065197	BATTERY	35Y	3900 OAK HILL RD	Oakland	CA	"3900 OAK HILL RD
Oakland, CA
(37.757688, -122.141774)"
ROBBERY	12/25/2018 08:00:00 PM	18-065360	ROBBERY/INHABITED DWELLING - STRONGARM (HANDS, FISTS, FEET)	11X	600 58TH ST	Oakland	CA	"600 58TH ST
Oakland, CA
(37.843464, -122.2648)"
THEFT/LARCENY	12/15/2018 04:17:00 AM	18-063147	RECEIVE/ETC KNOWN STOLEN PROPERTY [$400 OR LESS]	34X	93RD AV & INTERNATIONAL BLVD	Oakland	CA	"93RD AV &amp; INTERNATIONAL BLVD
Oakland, CA
(37.747819, -122.173147)"
VANDALISM	12/21/2018 07:40:00 PM	18-064300	VANDALISM	31X	DOOLITTLE DR & HEGENBERGER RD	Oakland	CA	"DOOLITTLE DR &amp; HEGENBERGER RD
Oakland, CA
(37.726474, -122.201767)"
ASSAULT	12/29/2018 11:28:00 PM	18-065399	FORCE/ADW-OTHER DANGEROUS WEAPON:GBI	30Y	2700 75TH AV	Oakland	CA	"2700 75TH AV
Oakland, CA
(37.767222, -122.172142)"
VANDALISM	12/28/2018 04:40:00 AM	18-065233	VANDALISM	08X	600 34TH ST	Oakland	CA	"600 34TH ST
Oakland, CA
(37.823115, -122.268902)"
ASSAULT	12/11/2018 03:45:00 PM	18-062467	BATTERY	30Y	77TH AV & BANCROFT AV	Oakland	CA	"77TH AV &amp; BANCROFT AV
Oakland, CA
(37.764013, -122.17437)"
THEFT/LARCENY	12/07/2018 04:10:00 PM	18-917940	BURGLARY-AUTO	08X	24TH ST & TELEGRAPH AV	Oakland	CA	"24TH ST &amp; TELEGRAPH AV
Oakland, CA
(37.81347, -122.268584)"
THEFT/LARCENY	11/30/2018 02:55:00 PM	18-917514	BURGLARY-AUTO	35Y	MOUNTAIN BLVD & CALAFIA AV	Oakland	CA	"MOUNTAIN BLVD &amp; CALAFIA AV
Oakland, CA
(37.75743, -122.147689)"
DISTURBING THE PEACE	12/28/2018 05:50:00 PM	18-065430	DISTURB THE PEACE	07X	2300 SAN PABLO AV	Oakland	CA	"2300 SAN PABLO AV
Oakland, CA
(37.813591, -122.274188)"
ASSAULT	12/28/2018 05:57:00 PM	18-065341	BATTERY:SPOUSE/EX SPOUSE/DATE/ETC	06X	2600 MARTIN LUTHER KING JR W	Oakland	CA	"2600 MARTIN LUTHER KING JR W
Oakland, CA"
ASSAULT	11/30/2018 08:20:00 AM	18-060387	INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT	14X	400 MACARTHUR BLVD	Oakland	CA	"400 MACARTHUR BLVD
Oakland, CA
(37.817402, -122.252909)"
MOTOR VEHICLE THEFT	12/28/2018 11:17:00 PM	18-065383	VEHICLE THEFT - AUTO	29X	69TH AV & MACARTHUR BLVD	Oakland	CA	"69TH AV &amp; MACARTHUR BLVD
Oakland, CA
(37.77074, -122.175412)"
VANDALISM	12/09/2018 08:15:00 PM	18-917858	VANDALISM	07X	40TH ST & SHELLMOUND ST	Oakland	CA	"40TH ST &amp; SHELLMOUND ST
Oakland, CA
(37.830409, -122.292983)"
THEFT/LARCENY	12/18/2018 12:58:00 AM	18-063644	THEFT:PERSONAL PROPERTY	30X	1500 68TH AV	Oakland	CA	"1500 68TH AV
Oakland, CA
(37.761849, -122.189974)"
BURGLARY	12/18/2018 12:00:00 PM	18-063691	BURGLARY-FORCIBLE ENTRY	22Y	2900 MONTANA ST	Oakland	CA	"2900 MONTANA ST
Oakland, CA
(37.796025, -122.208201)"
THEFT/LARCENY	12/15/2018 10:50:00 PM	18-063241	THEFT	04X	MARTIN LUTHER KING JR WY & W GRAND AV	Oakland	CA	"MARTIN LUTHER KING JR WY &amp; W GRAND AV
Oakland, CA
(37.812618, -122.272731)"
BURGLARY	12/27/2018 09:00:00 PM	18-065255	BURGLARY-FORCIBLE ENTRY	08X	300 MACARTHUR BLVD	Oakland	CA	"300 MACARTHUR BLVD
Oakland, CA
(37.817514, -122.25297)"
ROBBERY	12/27/2018 02:20:00 PM	18-065161	ROBBERY-KNIFE OR CUTTING INSTRUMENT	34X	8400 INTERNATIONAL BLVD	Oakland	CA	"8400 INTERNATIONAL BLVD
Oakland, CA
(37.754272, -122.17775)"
ASSAULT	12/03/2018 12:00:00 PM	18-060965	INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT	30Y	FOOTHILL BLVD & HAVENSCOURT BLVD	Oakland	CA	"FOOTHILL BLVD &amp; HAVENSCOURT BLVD
Oakland, CA
(37.770415, -122.181827)"
DUI	12/22/2018 09:41:00 PM	18-064425	DUI ALCOHOL/DRUGS	35X	90TH AV & BANCROFT AV	Oakland	CA	"90TH AV &amp; BANCROFT AV
Oakland, CA
(37.753557, -122.165794)"
THEFT/LARCENY	12/28/2018 09:00:00 PM	18-065435	BURGLARY-AUTO	04X	1400 HARRISON ST	Oakland	CA	"1400 HARRISON ST
Oakland, CA
(37.80292, -122.267606)"
DISTURBING THE PEACE	12/27/2018 10:00:00 AM	18-065120	DISTURB THE PEACE	27Y	2300 66TH AV	Oakland	CA	"2300 66TH AV
Oakland, CA
(37.765846, -122.188748)"
MOTOR VEHICLE THEFT	12/09/2018 02:14:00 AM	18-062006	VEHICLE THEFT - AUTO	23X	700 37TH AV	Oakland	CA	"700 37TH AV
Oakland, CA
(37.770483, -122.224454)"
MOTOR VEHICLE THEFT	12/14/2018 06:00:00 PM	18-063291	VEHICLE THEFT - AUTO	31Y	NEVADA ST & EDES AVE	Oakland	CA	"NEVADA ST &amp; EDES AVE
Oakland, CA
(37.736764, -122.184488)"
MOTOR VEHICLE THEFT	12/29/2018 02:20:00 AM	18-065400	VEHICLE THEFT - AUTO	26Y	1000 75TH AV	Oakland	CA	"1000 75TH AV
Oakland, CA
(37.754804, -122.191373)"
THEFT/LARCENY	12/24/2018 05:00:00 PM	18-064771	BURGLARY-AUTO	26Y	7500 HAWLEY ST	Oakland	CA	"7500 HAWLEY ST
Oakland, CA"
THEFT/LARCENY	12/18/2018 08:10:00 PM	18-063749	BURGLARY-AUTO	01X	3RD ST & CLAY ST	Oakland	CA	"3RD ST &amp; CLAY ST
Oakland, CA
(37.797687, -122.278331)"
BURGLARY	12/24/2018 12:30:00 PM	18-064981	BURGLARY-FORCIBLE ENTRY	26X	5600 SAN LEANDRO ST	Oakland	CA	"5600 SAN LEANDRO ST
Oakland, CA
(37.762791, -122.207798)"
BURGLARY	12/17/2018 08:30:00 AM	18-063483	BURGLARY-FORCIBLE ENTRY	19X	1500 17TH AV	Oakland	CA	"1500 17TH AV
Oakland, CA
(37.788558, -122.242366)"
ROBBERY	12/04/2018 04:40:00 PM	18-061194	ROBBERY-FIREARM	12Y	5500 CLAREMONT AV	Oakland	CA	"5500 CLAREMONT AV
Oakland, CA
(37.843536, -122.256979)"
MOTOR VEHICLE THEFT	11/30/2018 12:00:00 AM	18-060793	VEHICLE THEFT - AUTO	26Y	66TH AV & SAN LEANDRO ST	Oakland	CA	"66TH AV &amp; SAN LEANDRO ST
Oakland, CA
(37.756825, -122.200755)"
ROBBERY	12/28/2018 12:00:00 AM	18-065354	ROBBERY-FIREARM	27Y	1700 57TH AV	Oakland	CA	"1700 57TH AV
Oakland, CA
(37.768091, -122.198826)"
THEFT/LARCENY	12/09/2018 03:15:00 PM	18-062080	BURGLARY-AUTO	24X	35TH AV & SALISBURY ST	Oakland	CA	"35TH AV &amp; SALISBURY ST
Oakland, CA
(37.784944, -122.215559)"
ASSAULT	12/27/2018 06:07:00 PM	18-065180	BATTERY:SPOUSE/EX SPOUSE/DATE/ETC	30Y	76TH AV & MACARTHUR BLVD	Oakland	CA	"76TH AV &amp; MACARTHUR BLVD
Oakland, CA
(37.767558, -122.169755)"
ASSAULT	12/12/2018 02:09:00 PM	18-062765	CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE	26Y	6800 LEONA CREEK DR	Oakland	CA	"6800 LEONA CREEK DR
Oakland, CA
(37.756431, -122.198463)"
WEAPONS	12/17/2018 03:44:00 PM	18-063528	POSS/ETC FIREARM W/PR VIOLENT OFFENSE CONVICTION	32Y	100TH AV & OLIVE ST	Oakland	CA	"100TH AV &amp; OLIVE ST
Oakland, CA
(37.744642, -122.161962)"
VANDALISM	12/27/2018 03:55:00 PM	18-065169	VANDALISM	30Y	7800 NEY AV	Oakland	CA	"7800 NEY AV
Oakland, CA
(37.767302, -122.167146)"
MOTOR VEHICLE THEFT	12/17/2018 07:00:00 AM	18-063735	VEHICLE THEFT - AUTO	2X	10TH ST & ADELINE ST	Oakland	CA	"10TH ST &amp; ADELINE ST
Oakland, CA
(37.80663, -122.287182)"
THEFT/LARCENY	12/01/2018 05:30:00 PM	18-060681	BURGLARY-AUTO	19X	4TH AV & INTERNATIONAL BLVD	Oakland	CA	"4TH AV &amp; INTERNATIONAL BLVD
Oakland, CA
(37.796481, -122.254668)"
THEFT/LARCENY	12/21/2018 07:00:00 AM	18-064209	THEFT	26X	HIGH ST & WATTLING ST	Oakland	CA	"HIGH ST &amp; WATTLING ST
Oakland, CA
(37.769849, -122.218154)"
THEFT/LARCENY	12/06/2018 02:45:00 PM	18-917711	BURGLARY-AUTO	09X	BROADWAY & W MACARTHUR BLVD	Oakland	CA	"BROADWAY &amp; W MACARTHUR BLVD
Oakland, CA
(37.824513, -122.258669)"
ASSAULT	12/29/2018 06:40:00 PM	18-065508	BATTERY	02X	900 MARKET ST	Oakland	CA	"900 MARKET ST
Oakland, CA
(37.803906, -122.282444)"
WEAPONS	12/29/2018 01:17:00 AM	18-065397	PROHIBITED POSSESS AMMUNITION OR RELOADED AMMUNITION	04X	300 14TH ST	Oakland	CA	"300 14TH ST
Oakland, CA
(37.80292, -122.267606)"
THEFT/LARCENY	12/11/2018 04:00:00 PM	18-062636	ATTEMPTED GRAND THEFT	01X	ALICE ST & EMBARCADERO WEST	Oakland	CA	"ALICE ST &amp; EMBARCADERO WEST
Oakland, CA
(37.793371, -122.272094)"
THEFT/LARCENY	12/28/2018 09:30:00 PM	18-065478	THEFT	30Y	2700 64TH AVE	Oakland	CA	"2700 64TH AVE
Oakland, CA
(37.770725, -122.184569)"
